SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Carterton South,Aorangi Forest,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Carterton South,-41.03427242,175.51425212,Aorangi Forest,-41.37490301,175.45793738,38.16826722202235,Carterton,South Wairarapa,Wellington,Wellington,WORK
Tauherenikau,Aorangi Forest,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Tauherenikau,-41.06390044,175.36907465,Aorangi Forest,-41.37490301,175.45793738,35.37159215857652,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Kahutara,Aorangi Forest,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kahutara,-41.33273164,175.08046255,Aorangi Forest,-41.37490301,175.45793738,31.85400582189169,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Featherston,Aorangi Forest,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Featherston,-41.11610965,175.32429671,Aorangi Forest,-41.37490301,175.45793738,30.869529159797555,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Greytown,Aorangi Forest,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Greytown,-41.08242941,175.45428378,Aorangi Forest,-41.37490301,175.45793738,32.52301576135719,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Tauherenikau,Kahutara,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Tauherenikau,-41.06390044,175.36907465,Kahutara,-41.33273164,175.08046255,38.42730975305508,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Featherston,Kahutara,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Featherston,-41.11610965,175.32429671,Kahutara,-41.33273164,175.08046255,31.56036798879817,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Greytown,Kahutara,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Greytown,-41.08242941,175.45428378,Kahutara,-41.33273164,175.08046255,41.86373151285599,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Aorangi Forest,Kahutara,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Aorangi Forest,-41.37490301,175.45793738,Kahutara,-41.33273164,175.08046255,31.85400582189169,South Wairarapa,South Wairarapa,Wellington,Wellington,WORK
Pohara-Abel Tasman,Golden Bay/Mohua,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,33,Pohara-Abel Tasman,-40.89750912,172.92321196,Golden Bay/Mohua,-40.86935481,172.57195655,29.69484687838154,Tasman,Tasman,Nelson,Nelson,WORK
Golden Bay/Mohua,Pohara-Abel Tasman,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Golden Bay/Mohua,-40.86935481,172.57195655,Pohara-Abel Tasman,-40.89750912,172.92321196,29.69484687838154,Tasman,Tasman,Nelson,Nelson,WORK
Pohara-Abel Tasman,Richmond Central (Tasman District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Pohara-Abel Tasman,-40.89750912,172.92321196,Richmond Central (Tasman District),-41.33750365,173.18938637,53.76652544737821,Tasman,Tasman,Nelson,Nelson,WORK
Takaka Hills,Richmond Central (Tasman District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Takaka Hills,-41.05045126,172.92413331,Richmond Central (Tasman District),-41.33750365,173.18938637,38.87664990953499,Tasman,Tasman,Nelson,Nelson,WORK
Kaiteriteri-Riwaka,Richmond Central (Tasman District),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kaiteriteri-Riwaka,-41.08454704,173.00471432,Richmond Central (Tasman District),-41.33750365,173.18938637,32.090388520464394,Tasman,Tasman,Nelson,Nelson,WORK
Upper Moutere,Richmond Central (Tasman District),-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Upper Moutere,-41.24935169,172.85150896,Richmond Central (Tasman District),-41.33750365,173.18938637,29.881436665851325,Tasman,Tasman,Nelson,Nelson,WORK
Lower Moutere,Richmond Central (Tasman District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Lower Moutere,-41.16044272,172.98050868,Richmond Central (Tasman District),-41.33750365,173.18938637,26.316726179324053,Tasman,Tasman,Nelson,Nelson,WORK
Motueka North,Richmond Central (Tasman District),-999,18,6,-999,-999,-999,-999,-999,-999,-999,24,Motueka North,-41.1058919,173.01318855,Richmond Central (Tasman District),-41.33750365,173.18938637,29.672193481852197,Tasman,Tasman,Nelson,Nelson,WORK
Motueka West,Richmond Central (Tasman District),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Motueka West,-41.12544913,172.99560963,Richmond Central (Tasman District),-41.33750365,173.18938637,28.61068800295536,Tasman,Tasman,Nelson,Nelson,WORK
Motueka East,Richmond Central (Tasman District),-999,18,6,-999,-999,-999,-999,-999,-999,-999,30,Motueka East,-41.12000591,173.01922240000005,Richmond Central (Tasman District),-41.33750365,173.18938637,28.060689798890227,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Richmond Central (Tasman District),-999,33,-999,-999,-999,-999,-999,-999,-999,-999,33,Golden Downs,-41.50890922,172.78826525,Richmond Central (Tasman District),-41.33750365,173.18938637,38.49446374513786,Tasman,Tasman,Nelson,Nelson,WORK
Moutere Hills,Takaka Hills,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Moutere Hills,-41.26413088,173.0336074,Takaka Hills,-41.05045126,172.92413331,25.466457701603154,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Golden Downs,-41.50890922,172.78826525,Motueka East,-41.12000591,173.01922240000005,47.350984948580816,Tasman,Tasman,Nelson,Nelson,WORK
Wakefield,Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Wakefield,-41.41061439,173.04424634,Motueka East,-41.12000591,173.01922240000005,32.38180436931063,Tasman,Tasman,Nelson,Nelson,WORK
Brightwater,Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Brightwater,-41.37680724,173.09986171,Motueka East,-41.12000591,173.01922240000005,29.340044538814407,Tasman,Tasman,Nelson,Nelson,WORK
Richmond Central (Tasman District),Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Richmond Central (Tasman District),-41.33750365,173.18938637,Motueka East,-41.12000591,173.01922240000005,28.060689798890227,Tasman,Tasman,Nelson,Nelson,WORK
Ben Cooper Park,Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ben Cooper Park,-41.34508297,173.17589231,Motueka East,-41.12000591,173.01922240000005,28.249131181001736,Tasman,Tasman,Nelson,Nelson,WORK
Wilkes Park,Motueka East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Wilkes Park,-41.34753186,173.18668242,Motueka East,-41.12000591,173.01922240000005,28.916550772500795,Tasman,Tasman,Nelson,Nelson,WORK
Easby Park,Motueka East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Easby Park,-41.34673271,173.19836451,Motueka East,-41.12000591,173.01922240000005,29.325657977602305,Tasman,Tasman,Nelson,Nelson,WORK
Fairose,Motueka East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Fairose,-41.35339405,173.18085402,Motueka East,-41.12000591,173.01922240000005,29.25997648817327,Tasman,Tasman,Nelson,Nelson,WORK
Takaka Hills,Nelson Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Takaka Hills,-41.05045126,172.92413331,Nelson Airport,-41.2956675,173.22975091,37.38726405885233,Tasman,Nelson,Nelson,Nelson,WORK
Upper Moutere,Nelson Airport,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Upper Moutere,-41.24935169,172.85150896,Nelson Airport,-41.2956675,173.22975091,32.027181857603864,Tasman,Nelson,Nelson,Nelson,WORK
Lower Moutere,Nelson Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Lower Moutere,-41.16044272,172.98050868,Nelson Airport,-41.2956675,173.22975091,25.70127073253326,Tasman,Nelson,Nelson,Nelson,WORK
Motueka North,Nelson Airport,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Motueka North,-41.1058919,173.01318855,Nelson Airport,-41.2956675,173.22975091,27.81319279471421,Tasman,Nelson,Nelson,Nelson,WORK
Motueka West,Nelson Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Motueka West,-41.12544913,172.99560963,Nelson Airport,-41.2956675,173.22975091,27.237206710779446,Tasman,Nelson,Nelson,Nelson,WORK
Motueka East,Nelson Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motueka East,-41.12000591,173.01922240000005,Nelson Airport,-41.2956675,173.22975091,26.300123755408677,Tasman,Nelson,Nelson,Nelson,WORK
Golden Downs,Nelson Airport,-999,9,9,-999,-999,-999,-999,-999,-999,-999,15,Golden Downs,-41.50890922,172.78826525,Nelson Airport,-41.2956675,173.22975091,43.79623147279253,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield Rural,Lower Moutere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wakefield Rural,-41.49668834,173.12155468,Lower Moutere,-41.16044272,172.98050868,39.19984484709223,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Motueka West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Motueka West,-41.12544913,172.99560963,46.02086016203871,Tasman,Tasman,Nelson,Nelson,WORK
Wakefield,Motueka West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Wakefield,-41.41061439,173.04424634,Motueka West,-41.12544913,172.99560963,31.968420503694443,Tasman,Tasman,Nelson,Nelson,WORK
Brightwater,Motueka West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Brightwater,-41.37680724,173.09986171,Motueka West,-41.12544913,172.99560963,29.27705907604404,Tasman,Tasman,Nelson,Nelson,WORK
Wilkes Park,Motueka West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Wilkes Park,-41.34753186,173.18668242,Motueka West,-41.12544913,172.99560963,29.41232202207781,Tasman,Tasman,Nelson,Nelson,WORK
Templemore,Motueka West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Templemore,-41.34152248,173.20418736,Motueka West,-41.12544913,172.99560963,29.689586816247555,Tasman,Tasman,Nelson,Nelson,WORK
Easby Park,Motueka West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Easby Park,-41.34673271,173.19836451,Motueka West,-41.12544913,172.99560963,29.881020473168558,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Upper Moutere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Golden Downs,-41.50890922,172.78826525,Upper Moutere,-41.24935169,172.85150896,29.339889019640218,Tasman,Tasman,Nelson,Nelson,WORK
Easby Park,Kaiteriteri-Riwaka,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Easby Park,-41.34673271,173.19836451,Kaiteriteri-Riwaka,-41.08454704,173.00471432,33.351264230235515,Tasman,Tasman,Nelson,Nelson,WORK
Wakefield Rural,Moutere Hills,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Wakefield Rural,-41.49668834,173.12155468,Moutere Hills,-41.26413088,173.0336074,26.880127945940412,Tasman,Tasman,Nelson,Nelson,WORK
Kaiteriteri-Riwaka,Nelson Central-Trafalgar,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Kaiteriteri-Riwaka,-41.08454704,173.00471432,Nelson Central-Trafalgar,-41.27273863,173.28210878,31.25479380644398,Tasman,Nelson,Nelson,Nelson,WORK
Upper Moutere,Nelson Central-Trafalgar,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Upper Moutere,-41.24935169,172.85150896,Nelson Central-Trafalgar,-41.27273863,173.28210878,36.08617661700521,Tasman,Nelson,Nelson,Nelson,WORK
Lower Moutere,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Lower Moutere,-41.16044272,172.98050868,Nelson Central-Trafalgar,-41.27273863,173.28210878,28.14805963893202,Tasman,Nelson,Nelson,Nelson,WORK
Motueka North,Nelson Central-Trafalgar,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Motueka North,-41.1058919,173.01318855,Nelson Central-Trafalgar,-41.27273863,173.28210878,29.16454071772857,Tasman,Nelson,Nelson,Nelson,WORK
Motueka West,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Motueka West,-41.12544913,172.99560963,Nelson Central-Trafalgar,-41.27273863,173.28210878,29.0310676601077,Tasman,Nelson,Nelson,Nelson,WORK
Motueka East,Nelson Central-Trafalgar,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Motueka East,-41.12000591,173.01922240000005,Nelson Central-Trafalgar,-41.27273863,173.28210878,27.78899129589534,Tasman,Nelson,Nelson,Nelson,WORK
Golden Downs,Nelson Central-Trafalgar,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Golden Downs,-41.50890922,172.78826525,Nelson Central-Trafalgar,-41.27273863,173.28210878,48.85473065976152,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield,Nelson Central-Trafalgar,-999,51,18,-999,-999,-999,-999,-999,-999,-999,69,Wakefield,-41.41061439,173.04424634,Nelson Central-Trafalgar,-41.27273863,173.28210878,25.08712351363506,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield Rural,Nelson Central-Trafalgar,-999,30,6,-999,-999,-999,-999,-999,-999,-999,39,Wakefield Rural,-41.49668834,173.12155468,Nelson Central-Trafalgar,-41.27273863,173.28210878,28.27598343099373,Tasman,Nelson,Nelson,Nelson,WORK
Marlborough Sounds West,Nelson Central-Trafalgar,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Nelson Central-Trafalgar,-41.27273863,173.28210878,28.831487526745118,Marlborough,Nelson,Marlborough,Nelson,WORK
Upper Moutere,Brightwater,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Upper Moutere,-41.24935169,172.85150896,Brightwater,-41.37680724,173.09986171,25.121792238644613,Tasman,Tasman,Nelson,Nelson,WORK
Motueka West,Brightwater,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motueka West,-41.12544913,172.99560963,Brightwater,-41.37680724,173.09986171,29.27705907604404,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Brightwater,-999,12,9,-999,-999,-999,-999,-999,-999,-999,21,Golden Downs,-41.50890922,172.78826525,Brightwater,-41.37680724,173.09986171,29.838668872804757,Tasman,Tasman,Nelson,Nelson,WORK
Upper Moutere,Saxton,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Upper Moutere,-41.24935169,172.85150896,Saxton,-41.33372364,173.22163245,32.314739849503106,Tasman,Nelson,Nelson,Nelson,WORK
Motueka West,Saxton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motueka West,-41.12544913,172.99560963,Saxton,-41.33372364,173.22163245,29.893325164443254,Tasman,Nelson,Nelson,Nelson,WORK
Golden Downs,Saxton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Saxton,-41.33372364,173.22163245,41.05080723018797,Tasman,Nelson,Nelson,Nelson,WORK
Upper Moutere,Richmond West (Tasman District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Upper Moutere,-41.24935169,172.85150896,Richmond West (Tasman District),-41.33020686,173.16950532,28.04851141905148,Tasman,Tasman,Nelson,Nelson,WORK
Motueka North,Richmond West (Tasman District),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Motueka North,-41.1058919,173.01318855,Richmond West (Tasman District),-41.33020686,173.16950532,28.161706939382405,Tasman,Tasman,Nelson,Nelson,WORK
Motueka West,Richmond West (Tasman District),-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Motueka West,-41.12544913,172.99560963,Richmond West (Tasman District),-41.33020686,173.16950532,27.01616983687709,Tasman,Tasman,Nelson,Nelson,WORK
Motueka East,Richmond West (Tasman District),-999,9,12,-999,-999,-999,-999,-999,-999,-999,21,Motueka East,-41.12000591,173.01922240000005,Richmond West (Tasman District),-41.33020686,173.16950532,26.53823861101584,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Richmond West (Tasman District),-999,27,6,-999,-999,-999,-999,-999,-999,-999,36,Golden Downs,-41.50890922,172.78826525,Richmond West (Tasman District),-41.33020686,173.16950532,37.48855245988091,Tasman,Tasman,Nelson,Nelson,WORK
Upper Moutere,Templemore,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Upper Moutere,-41.24935169,172.85150896,Templemore,-41.34152248,173.20418736,31.195297820570143,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Templemore,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Golden Downs,-41.50890922,172.78826525,Templemore,-41.34152248,173.20418736,39.35715171362792,Tasman,Tasman,Nelson,Nelson,WORK
Upper Moutere,Golden Downs,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Upper Moutere,-41.24935169,172.85150896,Golden Downs,-41.50890922,172.78826525,29.339889019640218,Tasman,Tasman,Nelson,Nelson,WORK
Wakefield Rural,Golden Downs,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Wakefield Rural,-41.49668834,173.12155468,Golden Downs,-41.50890922,172.78826525,27.78839840802894,Tasman,Tasman,Nelson,Nelson,WORK
Brightwater,Golden Downs,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Brightwater,-41.37680724,173.09986171,Golden Downs,-41.50890922,172.78826525,29.838668872804757,Tasman,Tasman,Nelson,Nelson,WORK
Hope,Golden Downs,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hope,-41.36688271,173.14308841,Golden Downs,-41.50890922,172.78826525,33.530040506994844,Tasman,Tasman,Nelson,Nelson,WORK
Ben Cooper Park,Golden Downs,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ben Cooper Park,-41.34508297,173.17589231,Golden Downs,-41.50890922,172.78826525,37.098432235124825,Tasman,Tasman,Nelson,Nelson,WORK
Wilkes Park,Golden Downs,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Wilkes Park,-41.34753186,173.18668242,Golden Downs,-41.50890922,172.78826525,37.753962447716226,Tasman,Tasman,Nelson,Nelson,WORK
Upper Moutere,Appleby,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Upper Moutere,-41.24935169,172.85150896,Appleby,-41.33424814,173.13744640000004,25.686805245158954,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Appleby,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Appleby,-41.33424814,173.13744640000004,34.99818280406198,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Waimea West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Golden Downs,-41.50890922,172.78826525,Waimea West,-41.32976373,173.08124813,31.521929765676123,Tasman,Tasman,Nelson,Nelson,WORK
Lower Moutere,Port Nelson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Lower Moutere,-41.16044272,172.98050868,Port Nelson,-41.26152211,173.27796148,27.30285540882319,Tasman,Nelson,Nelson,Nelson,WORK
Motueka North,Port Nelson,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motueka North,-41.1058919,173.01318855,Port Nelson,-41.26152211,173.27796148,28.11465606634954,Tasman,Nelson,Nelson,Nelson,WORK
Golden Downs,Port Nelson,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Golden Downs,-41.50890922,172.78826525,Port Nelson,-41.26152211,173.27796148,49.25188658917037,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield,Port Nelson,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Wakefield,-41.41061439,173.04424634,Port Nelson,-41.26152211,173.27796148,25.604620592478216,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield Rural,Port Nelson,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wakefield Rural,-41.49668834,173.12155468,Port Nelson,-41.26152211,173.27796148,29.224705050137075,Tasman,Nelson,Nelson,Nelson,WORK
Motueka West,Wakefield,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motueka West,-41.12544913,172.99560963,Wakefield,-41.41061439,173.04424634,31.968420503694443,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Murchison-Nelson Lakes,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Murchison-Nelson Lakes,-41.88459953,172.4650349,49.65216898734464,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Easby Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Easby Park,-41.34673271,173.19836451,38.655212574471044,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Hope,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Golden Downs,-41.50890922,172.78826525,Hope,-41.36688271,173.14308841,33.530040506994844,Tasman,Tasman,Nelson,Nelson,WORK
Golden Downs,Wakefield Rural,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Golden Downs,-41.50890922,172.78826525,Wakefield Rural,-41.49668834,173.12155468,27.78839840802894,Tasman,Tasman,Nelson,Nelson,WORK
Moutere Hills,Wakefield Rural,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Moutere Hills,-41.26413088,173.0336074,Wakefield Rural,-41.49668834,173.12155468,26.880127945940412,Tasman,Tasman,Nelson,Nelson,WORK
Wakefield Rural,Grampians,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Wakefield Rural,-41.49668834,173.12155468,Grampians,-41.29660057,173.27351504,25.606112964885437,Tasman,Nelson,Nelson,Nelson,WORK
Wakefield Rural,Victory,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Wakefield Rural,-41.49668834,173.12155468,Victory,-41.28580137,173.26988584,26.513978683215356,Tasman,Nelson,Nelson,Nelson,WORK
Brightwater,Lower Waitaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Brightwater,-41.37680724,173.09986171,Lower Waitaki,-45.00239341,171.02035686,436.9363397725013,Tasman,Waitaki,Nelson,Otago,WORK
Richmond Central (Tasman District),Lower Waitaki,-999,6,-999,-999,-999,-999,-999,6,-999,-999,12,Richmond Central (Tasman District),-41.33750365,173.18938637,Lower Waitaki,-45.00239341,171.02035686,443.8151924583857,Tasman,Waitaki,Nelson,Otago,WORK
Templemore,Lower Waitaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Templemore,-41.34152248,173.20418736,Lower Waitaki,-45.00239341,171.02035686,443.8795733424012,Tasman,Waitaki,Nelson,Otago,WORK
Easby Park,Lower Waitaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Easby Park,-41.34673271,173.19836451,Lower Waitaki,-45.00239341,171.02035686,443.1572876362181,Tasman,Waitaki,Nelson,Otago,WORK
Fairose,Lower Waitaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Fairose,-41.35339405,173.18085402,Lower Waitaki,-45.00239341,171.02035686,441.91022738789337,Tasman,Waitaki,Nelson,Otago,WORK
Omaio,Lower Waitaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Omaio,-41.32459713,173.24438648,Lower Waitaki,-45.00239341,171.02035686,446.9196704563757,Nelson,Waitaki,Nelson,Otago,WORK
Waimate East,Lower Waitaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waimate East,-44.73770602,171.04734729,Lower Waitaki,-45.00239341,171.02035686,29.50865012890727,Waimate,Waitaki,Canterbury,Otago,WORK
Ngapara,Lower Waitaki,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Ngapara,-45.06213909,170.69741781,Lower Waitaki,-45.00239341,171.02035686,26.232469859897904,Waitaki,Waitaki,Otago,Otago,WORK
Maheno,Lower Waitaki,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,Maheno,-45.27731871,170.70534409,Lower Waitaki,-45.00239341,171.02035686,39.306703090974274,Waitaki,Waitaki,Otago,Otago,WORK
Marlborough Sounds East,Marlborough Sounds West,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Marlborough Sounds East,-41.3212678,174.04011823,Marlborough Sounds West,-41.25619764,173.62635385,35.319531255303396,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Marlborough Sounds West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Waitohi (Marlborough District),-41.2943994,173.99961791,Marlborough Sounds West,-41.25619764,173.62635385,31.480956379137613,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Tuamarina,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Tuamarina,-41.41852542,173.91114659,Marlborough Sounds West,-41.25619764,173.62635385,29.852114864491,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Renwick,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Renwick,-41.50813804,173.82591754,Marlborough Sounds West,-41.25619764,173.62635385,32.58878492339589,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Lower Wairau ,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Lower Wairau,-41.48548663,174.00600752,Marlborough Sounds West,-41.25619764,173.62635385,40.66554388013792,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Woodbourne,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Woodbourne,-41.5308031,173.90363794,Marlborough Sounds West,-41.25619764,173.62635385,38.30628055178549,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Springlands,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Springlands,-41.50422292,173.93617831,Marlborough Sounds West,-41.25619764,173.62635385,37.799755636528204,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Yelverton,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Yelverton,-41.51419128,173.93427609,Marlborough Sounds West,-41.25619764,173.62635385,38.50854281081253,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney West,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Whitney West,-41.52198108,173.9421136,Marlborough Sounds West,-41.25619764,173.62635385,39.5890656372625,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Riversdale-Islington,Marlborough Sounds West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Riversdale-Islington,-41.50646403,173.96708444,Marlborough Sounds West,-41.25619764,173.62635385,39.781445382758,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea West,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Witherlea West,-41.5400542,173.9453563,Marlborough Sounds West,-41.25619764,173.62635385,41.28249855475618,Marlborough,Marlborough,Marlborough,Marlborough,WORK
