SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Redwoodtown East,Marlborough Sounds West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Redwoodtown East,-41.52801744,173.95981668,Marlborough Sounds West,-41.25619764,173.62635385,41.07713217196465,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea East,Marlborough Sounds West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Witherlea East,-41.53819682,173.9585948,Marlborough Sounds West,-41.25619764,173.62635385,41.847988698764155,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Renwick,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds West,-41.25619764,173.62635385,Renwick,-41.50813804,173.82591754,32.58878492339589,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds East,Renwick,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds East,-41.3212678,174.04011823,Renwick,-41.50813804,173.82591754,27.401135012556445,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Renwick,-999,21,9,-999,-999,-999,-999,-999,-999,-999,33,Upper Wairau,-41.71793751,173.30406264,Renwick,-41.50813804,173.82591754,49.25849156070403,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Renwick,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waitohi (Marlborough District),-41.2943994,173.99961791,Renwick,-41.50813804,173.82591754,27.834323980728694,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Renwick,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Renwick,-41.50813804,173.82591754,78.83646129093924,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Whitney West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Whitney West,-41.52198108,173.9421136,39.5890656372625,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Whitney West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Upper Wairau,-41.71793751,173.30406264,Whitney West,-41.52198108,173.9421136,57.33955774352008,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Whitney West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Awatere,-42.09611412,173.2944504,Whitney West,-41.52198108,173.9421136,83.40863325288765,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Waitohi (Marlborough District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Waitohi (Marlborough District),-41.2943994,173.99961791,31.480956379137613,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Waitohi (Marlborough District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Waitohi (Marlborough District),-41.2943994,173.99961791,106.65315431699841,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Renwick,Waitohi (Marlborough District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Renwick,-41.50813804,173.82591754,Waitohi (Marlborough District),-41.2943994,173.99961791,27.834323980728694,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Woodbourne,Waitohi (Marlborough District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Woodbourne,-41.5308031,173.90363794,Waitohi (Marlborough District),-41.2943994,173.99961791,27.478434405731896,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Yelverton,Waitohi (Marlborough District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Yelverton,-41.51419128,173.93427609,Waitohi (Marlborough District),-41.2943994,173.99961791,25.0399712399074,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney West,Waitohi (Marlborough District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Whitney West,-41.52198108,173.9421136,Waitohi (Marlborough District),-41.2943994,173.99961791,25.756340657903586,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney East,Waitohi (Marlborough District),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Whitney East,-41.52059859,173.95891011,Waitohi (Marlborough District),-41.2943994,173.99961791,25.380290900470296,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Redwoodtown West,Waitohi (Marlborough District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Redwoodtown West,-41.5299556,173.94858091,Waitohi (Marlborough District),-41.2943994,173.99961791,26.536195110479788,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea West,Waitohi (Marlborough District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Witherlea West,-41.5400542,173.9453563,Waitohi (Marlborough District),-41.2943994,173.99961791,27.68777471372922,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Redwoodtown East,Waitohi (Marlborough District),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Redwoodtown East,-41.52801744,173.95981668,Waitohi (Marlborough District),-41.2943994,173.99961791,26.18833360468669,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea East,Waitohi (Marlborough District),-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Witherlea East,-41.53819682,173.9585948,Waitohi (Marlborough District),-41.2943994,173.99961791,27.324014965049447,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Whitney East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Marlborough Sounds West,-41.25619764,173.62635385,Whitney East,-41.52059859,173.95891011,40.42314104635693,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Whitney East,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Upper Wairau,-41.71793751,173.30406264,Whitney East,-41.52059859,173.95891011,58.69127006639549,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Whitney East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikawa (Marlborough District),-41.26901239,174.03367332,Whitney East,-41.52059859,173.95891011,28.66180496216275,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Whitney East,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Waitohi (Marlborough District),-41.2943994,173.99961791,Whitney East,-41.52059859,173.95891011,25.380290900470296,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Woodbourne,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Marlborough Sounds West,-41.25619764,173.62635385,Woodbourne,-41.5308031,173.90363794,38.30628055178549,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds East,Woodbourne,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Marlborough Sounds East,-41.3212678,174.04011823,Woodbourne,-41.5308031,173.90363794,25.929484039061986,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Woodbourne,-999,39,12,-999,-999,-999,-999,-999,-999,-999,57,Upper Wairau,-41.71793751,173.30406264,Woodbourne,-41.5308031,173.90363794,54.006159280365864,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Woodbourne,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Waikawa (Marlborough District),-41.26901239,174.03367332,Woodbourne,-41.5308031,173.90363794,31.0647239558572,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Woodbourne,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Waitohi (Marlborough District),-41.2943994,173.99961791,Woodbourne,-41.5308031,173.90363794,27.478434405731896,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Woodbourne,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Awatere,-42.09611412,173.2944504,Woodbourne,-41.5308031,173.90363794,80.62373584207349,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Marlborough Sounds Coastal Marine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Marlborough Sounds Coastal Marine,-41.25046897,174.02825948,33.603914781135195,Marlborough,,Marlborough,,WORK
Marlborough Sounds West,Lower Wairau ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds West,-41.25619764,173.62635385,Lower Wairau,-41.48548663,174.00600752,40.66554388013792,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Lower Wairau ,-999,33,9,-999,-999,-999,-999,-999,-999,-999,45,Upper Wairau,-41.71793751,173.30406264,Lower Wairau,-41.48548663,174.00600752,63.833026198995896,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Lower Wairau ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Awatere,-42.09611412,173.2944504,Lower Wairau,-41.48548663,174.00600752,89.94507686228461,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Upper Wairau ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Upper Wairau,-41.71793751,173.30406264,57.93789748535553,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Upper Wairau ,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Waitohi (Marlborough District),-41.2943994,173.99961791,Upper Wairau,-41.71793751,173.30406264,74.6502995139575,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Tuamarina,Upper Wairau ,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Tuamarina,-41.41852542,173.91114659,Upper Wairau,-41.71793751,173.30406264,60.49070211301053,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Upper Wairau ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Awatere,-42.09611412,173.2944504,Upper Wairau,-41.71793751,173.30406264,42.05884320263476,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Renwick,Upper Wairau ,-999,54,15,-999,-999,-999,-999,-999,-999,-999,78,Renwick,-41.50813804,173.82591754,Upper Wairau,-41.71793751,173.30406264,49.25849156070403,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Lower Wairau ,Upper Wairau ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Lower Wairau,-41.48548663,174.00600752,Upper Wairau,-41.71793751,173.30406264,63.833026198995896,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Woodbourne,Upper Wairau ,-999,9,9,-999,-999,-999,-999,-999,-999,-999,21,Woodbourne,-41.5308031,173.90363794,Upper Wairau,-41.71793751,173.30406264,54.006159280365864,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Spring Creek-Grovetown,Upper Wairau ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Spring Creek-Grovetown,-41.47495673,173.96410184,Upper Wairau,-41.71793751,173.30406264,61.17554277408527,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Springlands,Upper Wairau ,-999,24,15,-999,-999,-999,-999,-999,-999,-999,36,Springlands,-41.50422292,173.93617831,Upper Wairau,-41.71793751,173.30406264,57.675318050976756,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Yelverton,Upper Wairau ,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,Yelverton,-41.51419128,173.93427609,Upper Wairau,-41.71793751,173.30406264,57.078627441850884,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Mayfield,Upper Wairau ,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Mayfield,-41.50254609,173.95223455,Upper Wairau,-41.71793751,173.30406264,58.97028860938893,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney West,Upper Wairau ,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Whitney West,-41.52198108,173.9421136,Upper Wairau,-41.71793751,173.30406264,57.33955774352008,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Blenheim Central,Upper Wairau ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Blenheim Central,-41.51522392,173.96254647,Upper Wairau,-41.71793751,173.30406264,59.19881354749619,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Riversdale-Islington,Upper Wairau ,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30,Riversdale-Islington,-41.50646403,173.96708444,Upper Wairau,-41.71793751,173.30406264,59.926736541959926,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney East,Upper Wairau ,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Whitney East,-41.52059859,173.95891011,Upper Wairau,-41.71793751,173.30406264,58.69127006639549,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Redwoodtown West,Upper Wairau ,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Redwoodtown West,-41.5299556,173.94858091,Upper Wairau,-41.71793751,173.30406264,57.505909822061355,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea West,Upper Wairau ,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Witherlea West,-41.5400542,173.9453563,Upper Wairau,-41.71793751,173.30406264,56.85205972584672,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Redwoodtown East,Upper Wairau ,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,Redwoodtown East,-41.52801744,173.95981668,Upper Wairau,-41.71793751,173.30406264,58.45520728726034,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Witherlea East,Upper Wairau ,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,Witherlea East,-41.53819682,173.9585948,Upper Wairau,-41.71793751,173.30406264,57.95651326660492,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Riverlands,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Marlborough Sounds West,-41.25619764,173.62635385,Riverlands,-41.52671731,173.97907819999998,42.0785216311971,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Riverlands,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Upper Wairau,-41.71793751,173.30406264,Riverlands,-41.52671731,173.97907819999998,60.00250738009628,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Riverlands,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikawa (Marlborough District),-41.26901239,174.03367332,Riverlands,-41.52671731,173.97907819999998,29.01506402406167,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Riverlands,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,42,Waitohi (Marlborough District),-41.2943994,173.99961791,Riverlands,-41.52671731,173.97907819999998,25.889300290081238,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Riverlands,-999,21,9,-999,-999,-999,-999,-999,-999,-999,24,Awatere,-42.09611412,173.2944504,Riverlands,-41.52671731,173.97907819999998,85.01813577080911,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Witherlea West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds West,-41.25619764,173.62635385,Witherlea West,-41.5400542,173.9453563,41.28249855475618,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds East,Witherlea West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds East,-41.3212678,174.04011823,Witherlea West,-41.5400542,173.9453563,25.578542622359013,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Witherlea West,-999,9,9,-999,-999,-999,-999,-999,-999,-999,18,Upper Wairau,-41.71793751,173.30406264,Witherlea West,-41.5400542,173.9453563,56.85205972584672,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Witherlea West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikawa (Marlborough District),-41.26901239,174.03367332,Witherlea West,-41.5400542,173.9453563,31.02552943539065,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Witherlea West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Waitohi (Marlborough District),-41.2943994,173.99961791,Witherlea West,-41.5400542,173.9453563,27.68777471372922,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Witherlea West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Awatere,-42.09611412,173.2944504,Witherlea West,-41.5400542,173.9453563,82.05214236065743,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Yelverton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds West,-41.25619764,173.62635385,Yelverton,-41.51419128,173.93427609,38.50854281081253,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Yelverton,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Upper Wairau,-41.71793751,173.30406264,Yelverton,-41.51419128,173.93427609,57.078627441850884,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Yelverton,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Waikawa (Marlborough District),-41.26901239,174.03367332,Yelverton,-41.51419128,173.93427609,28.495668266700484,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waitohi (Marlborough District),Yelverton,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Waitohi (Marlborough District),-41.2943994,173.99961791,Yelverton,-41.51419128,173.93427609,25.0399712399074,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Yelverton,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Awatere,-42.09611412,173.2944504,Yelverton,-41.51419128,173.93427609,83.66225059931678,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds West,Blenheim Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Marlborough Sounds West,-41.25619764,173.62635385,Blenheim Central,-41.51522392,173.96254647,40.20243323963778,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Blenheim Central,-999,87,33,-999,-999,-999,-999,-999,-999,-999,120,Upper Wairau,-41.71793751,173.30406264,Blenheim Central,-41.51522392,173.96254647,59.19881354749619,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Waikawa (Marlborough District),Blenheim Central,-999,42,6,-999,-999,-999,-999,-999,-999,-999,48,Waikawa (Marlborough District),-41.26901239,174.03367332,Blenheim Central,-41.51522392,173.96254647,28.013032197311894,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Awatere,Blenheim Central,-999,60,15,6,-999,-999,-999,-999,-999,-999,87,Awatere,-42.09611412,173.2944504,Blenheim Central,-41.51522392,173.96254647,85.07934000276835,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Marlborough Sounds East,Awatere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marlborough Sounds East,-41.3212678,174.04011823,Awatere,-42.09611412,173.2944504,106.08771578148823,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Upper Wairau ,Awatere,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Upper Wairau,-41.71793751,173.30406264,Awatere,-42.09611412,173.2944504,42.05884320263476,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Tuamarina,Awatere,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Tuamarina,-41.41852542,173.91114659,Awatere,-42.09611412,173.2944504,91.06806045938013,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Renwick,Awatere,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Renwick,-41.50813804,173.82591754,Awatere,-42.09611412,173.2944504,78.83646129093924,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Lower Wairau ,Awatere,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15,Lower Wairau,-41.48548663,174.00600752,Awatere,-42.09611412,173.2944504,89.94507686228461,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Woodbourne,Awatere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Woodbourne,-41.5308031,173.90363794,Awatere,-42.09611412,173.2944504,80.62373584207349,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Spring Creek-Grovetown,Awatere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Spring Creek-Grovetown,-41.47495673,173.96410184,Awatere,-42.09611412,173.2944504,88.61818159778694,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Springlands,Awatere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Springlands,-41.50422292,173.93617831,Awatere,-42.09611412,173.2944504,84.62406138014046,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Yelverton,Awatere,-999,12,9,-999,-999,-999,-999,-999,-999,-999,27,Yelverton,-41.51419128,173.93427609,Awatere,-42.09611412,173.2944504,83.66225059931678,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Mayfield,Awatere,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mayfield,-41.50254609,173.95223455,Awatere,-42.09611412,173.2944504,85.61104828922089,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Whitney West,Awatere,-999,9,12,-999,-999,-999,-999,-999,-999,-999,27,Whitney West,-41.52198108,173.9421136,Awatere,-42.09611412,173.2944504,83.40863325288765,Marlborough,Marlborough,Marlborough,Marlborough,WORK
Blenheim Central,Awatere,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Blenheim Central,-41.51522392,173.96254647,Awatere,-42.09611412,173.2944504,85.07934000276835,Marlborough,Marlborough,Marlborough,Marlborough,WORK
