SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Lumsden-Balfour,Wyndham-Catlins,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,12,Lumsden-Balfour,-45.74921739,168.61002109,Wyndham-Catlins,-46.47283276,168.99193119999995,85.67893468329405,Southland,Southland,EDUCATION
Arataki South,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Arataki South,-37.67254346,176.2257874,Auckland-University,-36.85143057,174.76906469,157.97019013436594,Western Bay of Plenty,Waitakere,EDUCATION
Burnham Camp,Christchurch Central-South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Burnham Camp,-43.61513889,172.30295866,Christchurch Central-South,-43.53815861,172.64240289,28.652547305523075,Selwyn,Christchurch,EDUCATION
Welcome Bay South,Auckland-University,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Welcome Bay South,-37.73637425,176.19743547,Auckland-University,-36.85143057,174.76906469,160.1462058007672,Western Bay of Plenty,Waitakere,EDUCATION
Marton Rural,Otairi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marton Rural,-40.10983805,175.37739628,Otairi,-39.8895865,175.52547495,27.548139672558175,Rangitikei,Rangitikei,EDUCATION
Oreti River,Otautau,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,24,Oreti River,-46.00268489,168.31789888,Otautau,-46.19250679,168.05347842,29.346237376892503,Southland,Southland,EDUCATION
Dargaville,Tarewa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Dargaville,-35.93920158,173.86524045,Tarewa,-35.7418305,174.30903757,45.62855282642677,Kaipara,Whangarei,EDUCATION
Upper Whanganui,Kaitoke-Fordell,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Upper Whanganui,-39.70091534,175.16952733,Kaitoke-Fordell,-39.94185467,175.15622153,26.81531935690959,Wanganui,Wanganui,EDUCATION
Eiffelton,Lincoln West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Eiffelton,-43.95897704,171.66500519,Lincoln West,-43.64345571,172.47791199,74.07439061362035,Ashburton,Selwyn,EDUCATION
Puketitiri-Tutira,Frimley,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Puketitiri-Tutira,-39.19745874,176.64300698,Frimley,-39.62166848,176.82925988,49.81011581199379,Hastings,Hastings city,EDUCATION
Aria,Te Kuiti West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Aria,-38.542289200000006,175.02022119,Te Kuiti West,-38.33639894,175.16019027,25.937317622465983,Waitomo,Waitomo,EDUCATION
Featherston,Solway North,-999,-999,-999,-999,-999,-999,9,9,-999,-999,18,Featherston,-41.11610965,175.32429671,Solway North,-40.9574562,175.63029837,31.14363306025584,South Wairarapa,Masterton,EDUCATION
Longwood Forest,Winton,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,18,Longwood Forest,-46.01707924,167.67301087,Winton,-46.14486071,168.32382512,52.16891342021668,Southland,Southland,EDUCATION
Kaitaia West,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaitaia West,-35.12178170000001,173.26717397,Whangarei Central,-35.72846995,174.32430322,117.15652024080826,Far North,Whangarei,EDUCATION
Onetangi,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,12,Onetangi,-36.79584373,175.07839806,Auckland-University,-36.85143057,174.76906469,28.218929613998352,Auckland,Waitakere,EDUCATION
Hangaroa,Makaraka-Awapuni,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,Hangaroa,-38.67842084,177.63331484,Makaraka-Awapuni,-38.65787303,177.97255068,29.54043518391709,Gisborne,Gisborne,EDUCATION
Pukekohe West,Grey Lynn West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe West,-37.20097025,174.88803986,Grey Lynn West,-36.8644209,174.73374895,39.85000199602378,Franklin,Waitakere,EDUCATION
Ostend,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,18,Ostend,-36.79263832,175.05220466,Auckland-University,-36.85143057,174.76906469,26.036816218688504,Auckland,Waitakere,EDUCATION
Southbridge,Hornby Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Southbridge,-43.79254412,172.21023844,Hornby Central,-43.53921804,172.53566342,38.45309672000843,Selwyn,Christchurch,EDUCATION
Waipaoa,McLean Park,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Waipaoa,-38.34127548,177.70733968,McLean Park,-39.5083024,176.9160949,146.71124415193358,Gisborne,Hastings,EDUCATION
Darfield,Ilam University,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Darfield,-43.49796117,172.09991696,Ilam University,-43.52336127,172.57826459,38.67892775150247,Selwyn,Christchurch,EDUCATION
Morrinsville East,Hamilton Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Morrinsville East,-37.64774647,175.53612606,Hamilton Central,-37.78938082,175.28203067,27.341192625693523,Matamata-Piako,Hamilton,EDUCATION
Hedgehope,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hedgehope,-46.12903119,168.56584014,Georgetown,-46.41932389,168.36900636,35.648358790400565,Southland,Invercargill,EDUCATION
Matawaia-Taumarere,Russell Forest-Rawhiti,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,15,Matawaia-Taumarere,-35.49406405,173.95266307,Russell Forest-Rawhiti,-35.36879174,174.22606034,28.41854350344391,Far North,Far North,EDUCATION
Balcairn,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Balcairn,-43.13161687,172.78405755,Christchurch Central-South,-43.53815861,172.64240289,46.63455655715793,Hurunui,Christchurch,EDUCATION
Awatere,Riversdale-Islington,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Riversdale-Islington,-41.50646403,173.96708444,86.06680359489931,Marlborough,Marlborough,EDUCATION
Riverton,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Riverton,-46.37009983,168.01257180000005,Georgetown,-46.41932389,168.36900636,27.877418669896045,Southland,Invercargill,EDUCATION
Paraparaumu Beach East,Porirua Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Paraparaumu Beach East,-40.89483919,174.99338163,Porirua Central,-41.14584359,174.82583047,31.250221109483515,Kapiti Coast,Porirua,EDUCATION
Manaia-Kapuni,Raumanga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Manaia-Kapuni,-39.51778061,174.12379578,Raumanga,-35.74968804,174.29896302,419.27632712529146,South Taranaki,Whangarei,EDUCATION
Kaipara Coastal,Whangarei Central,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Kaipara Coastal,-35.72900181,173.65124289,Whangarei Central,-35.72846995,174.32430322,60.75505575069115,Kaipara,Whangarei,EDUCATION
Gulf Harbour North,Auckland-University,-999,9,-999,-999,-999,-999,-999,18,12,-999,42,Gulf Harbour North,-36.60949658,174.79413674,Auckland-University,-36.85143057,174.76906469,26.99446198050268,Rodney,Waitakere,EDUCATION
Rangiora North West,Ilam University,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Rangiora North West,-43.29751332,172.56938186,Ilam University,-43.52336127,172.57826459,25.12339453524536,Waimakariri,Christchurch,EDUCATION
Kingsbury,Ilam University,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,Kingsbury,-43.29311511,172.58645499,Ilam University,-43.52336127,172.57826459,25.610752399757104,Waimakariri,Christchurch,EDUCATION
Pukekohe North West,Otara Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Pukekohe North West,-37.18225476,174.89580342,Otara Central,-36.95593456,174.87677994,25.222194602502192,Franklin,Manukau,EDUCATION
Poukawa,Taradale South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Poukawa,-39.75996379,176.70227115,Taradale South,-39.54323393,176.82989073,26.46034644419672,Hastings,Hastings,EDUCATION
Bucklands Crossing,Forbury,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bucklands Crossing,-45.62493912,170.53249892,Forbury,-45.90099334,170.49030599,30.86983124662209,Dunedin,Dunedin,EDUCATION
Marotiri,Moananui,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Marotiri,-38.51214377,175.78064218,Moananui,-38.23905279,175.8629699,31.202861971313748,Taupo,South Waikato,EDUCATION
Maungaru,Pukenui,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Maungaru,-35.87696287,173.97089153,Pukenui,-35.74644668,174.25502298,29.44574159020115,Kaipara,Whangarei,EDUCATION
Glenroy-Hororata,Darfield,-999,-999,18,-999,-999,-999,78,-999,-999,-999,96,Glenroy-Hororata,-43.48288665,171.78713574,Darfield,-43.49796117,172.09991696,25.28789287769031,Selwyn,Selwyn,EDUCATION
Makikihi-Willowbridge,Parkside,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Makikihi-Willowbridge,-44.68813769,171.05113933,Parkside,-44.40469035,171.24632921,35.108973097522146,Waimate,Timaru,EDUCATION
Riversdale-Piano Flat,Gore Main,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore Main,-46.10427676,168.9374566,69.08508774502185,Southland,Gore,EDUCATION
Raglan,Hamilton East Village,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,12,Raglan,-37.81138720000001,174.8538483,Hamilton East Village,-37.79028168,175.29324653,38.67686186355802,Waikato,Hamilton,EDUCATION
Papakura West,Auckland-University,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,18,Papakura West,-37.05653671,174.93416803,Auckland-University,-36.85143057,174.76906469,27.117861011614,Franklin,Waitakere,EDUCATION
Motueka North,Richmond West (Tasman District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Motueka North,-41.1058919,173.01318855,Richmond West (Tasman District),-41.33020686,173.16950532,28.161706939382405,Tasman,Tasman,EDUCATION
Tamakae,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tamakae,-37.2446936,174.72332941,Auckland-University,-36.85143057,174.76906469,43.9168223326855,Franklin,Waitakere,EDUCATION
Southbridge,Rolleston South East,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Southbridge,-43.79254412,172.21023844,Rolleston South East,-43.61058176,172.40183653,25.428599600582857,Selwyn,Selwyn,EDUCATION
Paraparaumu Central,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Paraparaumu Central,-40.90799495,174.99886348,Porirua Central,-41.14584359,174.82583047,30.16880885244295,Kapiti Coast,Porirua,EDUCATION
Trentham North,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Trentham North,-41.1328255,175.04564394,Wellington University,-41.289084,174.7676253,29.030280717621032,Upper Hutt,Wellington,EDUCATION
Pirongia Forest,Hamilton Lake,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pirongia Forest,-38.07790098,174.95930582,Hamilton Lake,-37.79791394,175.27349231,41.574580474803426,Otorohanga,Hamilton,EDUCATION
Bucklands Crossing,Roslyn (Dunedin City),-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Bucklands Crossing,-45.62493912,170.53249892,Roslyn (Dunedin City),-45.86711907,170.4917572,27.11411543857786,Dunedin,Dunedin,EDUCATION
Takaka Hills,Nelson Central-Trafalgar,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Takaka Hills,-41.05045126,172.92413331,Nelson Central-Trafalgar,-41.27273863,173.28210878,38.845676255817544,Tasman,Nelson,EDUCATION
Granfield Reserve,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Granfield Reserve,-35.69015065,174.29505823,Auckland-University,-36.85143057,174.76906469,135.94017921627628,Whangarei,Waitakere,EDUCATION
Strathmore (South Waikato District),Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Strathmore (South Waikato District),-38.23232788,175.86534607,Hillcrest West (Hamilton City),-37.79546663,175.31326581,68.54850890641426,South Waikato,Hamilton,EDUCATION
Western Heights (Auckland),Manukau Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Western Heights (Auckland),-36.88738067,174.61313879,Manukau Central,-36.99138991,174.86947528,25.549368756472926,Waitakere,Manukau,EDUCATION
Strath Taieri,Seddon Park,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,21,Strath Taieri,-45.63286905,170.1227055,Seddon Park,-45.87666031,170.35643822,32.61442297929133,Dunedin,Dunedin,EDUCATION
Tindalls-Matakatia,Auckland-University,-999,6,-999,-999,-999,-999,-999,18,9,-999,33,Tindalls-Matakatia,-36.61663904,174.77704003,Auckland-University,-36.85143057,174.76906469,26.11729881063943,Rodney,Waitakere,EDUCATION
Manawahe,Allandale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Manawahe,-37.94949244,176.66958968,Allandale,-37.96801926,176.98635382,27.84765352306438,Whakatane,Whakatane,EDUCATION
Featherston,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Featherston,-41.11610965,175.32429671,Wellington University,-41.289084,174.7676253,50.38721786739225,South Wairarapa,Wellington,EDUCATION
Raumati Beach East,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Raumati Beach East,-40.92186239,174.99270893,Porirua Central,-41.14584359,174.82583047,28.569371482062248,Kapiti Coast,Porirua,EDUCATION
Owhanga,Kimbolton North,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Owhanga,-40.51321329,176.31039241,Kimbolton North,-40.2074565,175.58214784,70.44980341127182,Tararua,Manawatu,EDUCATION
Ararimu,Somerville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ararimu,-37.14686222,175.08246983,Somerville,-36.91234246,174.93394109,29.22106318731557,Franklin,Manukau,EDUCATION
Eyrewell,Southbrook,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,15,Eyrewell,-43.39853546,172.28813683,Southbrook,-43.32718073,172.59765801,26.249786355286805,Waimakariri,Waimakariri,EDUCATION
Waingarara-Waimana,Thornton-Awakeri,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Waingarara-Waimana,-38.28225314,177.02173872,Thornton-Awakeri,-37.98393622,176.90843855,34.61989597601201,Whakatane,Whakatane,EDUCATION
Vipond,Auckland-University,-999,6,-999,-999,-999,-999,-999,21,-999,-999,27,Vipond,-36.61796366,174.7180399,Auckland-University,-36.85143057,174.76906469,26.35553031565969,Rodney,Waitakere,EDUCATION
Waipukurau West,Taradale South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipukurau West,-39.99738364,176.54048302,Taradale South,-39.54323393,176.82989073,56.23122837938177,Central Hawke's Bay,Hastings,EDUCATION
Douglas,Stratford Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,24,Douglas,-39.24071688,174.62972523,Stratford Central,-39.3375964,174.28910646,31.23050046972456,Stratford,Stratford,EDUCATION
Waitohi (Marlborough District),Whitney East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitohi (Marlborough District),-41.2943994,173.99961791,Whitney East,-41.52059859,173.95891011,25.380290900470296,Marlborough,Marlborough,EDUCATION
Stratford Central,Douglas,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stratford Central,-39.3375964,174.28910646,Douglas,-39.24071688,174.62972523,31.23050046972456,Stratford,Stratford,EDUCATION
Mangawhio,College Estate,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Mangawhio,-39.61067493,174.74556695,College Estate,-39.9305007,175.03470499,43.305601626669166,South Taranaki,Wanganui,EDUCATION
Fairfield (Horowhenua District),Linton Camp,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Fairfield (Horowhenua District),-40.6214039,175.30936396,Linton Camp,-40.40509247,175.58721079,33.61886421710228,Horowhenua,Palmerston North,EDUCATION
Poets Block,Mount Cook East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Poets Block,-41.12290419,175.04604601,Mount Cook East,-41.30251481,174.77750144,30.057817465227423,Upper Hutt,Wellington,EDUCATION
Aria,Te Kuiti East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Aria,-38.542289200000006,175.02022119,Te Kuiti East,-38.33422954,175.1750142,26.776831276629117,Waitomo,Waitomo,EDUCATION
Sherenden-Crownthorpe,McLean Park,-999,-999,6,-999,-999,6,-999,-999,-999,-999,18,Sherenden-Crownthorpe,-39.47575154,176.49801476,McLean Park,-39.5083024,176.9160949,36.057788465172116,Hastings,Hastings,EDUCATION
Brookfield East,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Brookfield East,-37.68730456,176.14143485,Hillcrest West (Hamilton City),-37.79546663,175.31326581,73.80788889069356,Western Bay of Plenty,Hamilton,EDUCATION
Te Kuru,Forrest Hill West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuru,-36.60344402,174.48396116,Forrest Hill West,-36.76895837,174.7451352,29.683056820202605,Rodney,Waitakere,EDUCATION
Hamilton East,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hamilton East,-37.80128004,175.30076378,Auckland-University,-36.85143057,174.76906469,115.6088128614295,Hamilton,Waitakere,EDUCATION
Motueka East,Nelson Central-Trafalgar,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,Motueka East,-41.12000591,173.01922240000005,Nelson Central-Trafalgar,-41.27273863,173.28210878,27.78899129589534,Tasman,Nelson,EDUCATION
Otorohanga,Puniu,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Otorohanga,-38.18318495,175.21677363,Puniu,-38.28518422,175.55136504,31.34765136506543,Otorohanga,Otorohanga,EDUCATION
Leeston,Ilam University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Leeston,-43.7602356,172.29661938,Ilam University,-43.52336127,172.57826459,34.74745893414567,Selwyn,Christchurch,EDUCATION
Bruce,Campus South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bruce,-46.07247342,170.08655606,Campus South,-45.86793792,170.51211679,39.98676472229413,Clutha,Dunedin,EDUCATION
Greensboro,Auckland-University,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Greensboro,-37.78580589,175.31016401,Auckland-University,-36.85143057,174.76906469,114.38623036516924,Hamilton,Waitakere,EDUCATION
Mossburn,Gladstone (Invercargill City),-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Mossburn,-45.5465414,168.37465706,Gladstone (Invercargill City),-46.39213483,168.35330059,94.0401841133203,Southland,Invercargill,EDUCATION
Bruce,Balclutha South,-999,-999,9,-999,-999,-999,6,-999,-999,-999,15,Bruce,-46.07247342,170.08655606,Balclutha South,-46.24449018,169.72255412,33.93903053638039,Clutha,Clutha,EDUCATION
Hangaroa,Mangapapa East,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Hangaroa,-38.67842084,177.63331484,Mangapapa East,-38.64354706,178.02146282,33.924144186344066,Gisborne,Gisborne,EDUCATION
Tarata,Welbourn,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tarata,-39.1604937,174.39053007,Welbourn,-39.08571024,174.09311599999995,26.970101442274714,New Plymouth,New Plymouth,EDUCATION
West Otago,Maori Hill,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,West Otago,-45.83535422,169.21290702,Maori Hill,-45.85777797,170.50064652,99.7737541173437,Clutha,Dunedin,EDUCATION
Maihiihi,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Maihiihi,-38.25985712,175.35339708,Hillcrest West (Hamilton City),-37.79546663,175.31326581,51.75736566753597,Otorohanga,Hamilton,EDUCATION
Mossburn,Wyndham-Catlins,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,Mossburn,-45.5465414,168.37465706,Wyndham-Catlins,-46.47283276,168.99193119999995,113.49501944592899,Southland,Southland,EDUCATION
Pinehaven,Mount Cook East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pinehaven,-41.16844867,175.01768274,Mount Cook East,-41.30251481,174.77750144,25.011819159017676,Upper Hutt,Wellington,EDUCATION
Kelburn,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kelburn,-41.28798133,174.76045619,Shortland Street,-36.84736853,174.76823915,493.7740710384239,Wellington,Waitakere,EDUCATION
Sherenden-Crownthorpe,Mayfair,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sherenden-Crownthorpe,-39.47575154,176.49801476,Mayfair,-39.64014808,176.86339942,36.2678605412153,Hastings,Hastings city,EDUCATION
Bankside,Ilam University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bankside,-43.65857485,172.03741575,Ilam University,-43.52336127,172.57826459,46.079719781486894,Selwyn,Christchurch,EDUCATION
Lake Brunner,Nelson Creek,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Lake Brunner,-42.66149957,171.69470271,Nelson Creek,-42.43145547,171.68813975,25.5853863111519,Grey,Grey,EDUCATION
Taupo Central East,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Taupo Central East,-38.68453849,176.08132064,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,59.741623563364236,Taupo,Rotorua,EDUCATION
Maungati,Fraser Park,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Maungati,-44.49962787,170.93976175,Fraser Park,-44.39596592,171.23045071,25.793888316236874,Waimate,Timaru,EDUCATION
Ashburton Forks,Netherby,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Ashburton Forks,-43.78492258,171.43181981,Netherby,-43.90025621,171.76581085,29.697470899848167,Ashburton,Ashburton,EDUCATION
Waikuku,Ilam University,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Waikuku,-43.29270375,172.66440938,Ilam University,-43.52336127,172.57826459,26.575219675883204,Waimakariri,Christchurch,EDUCATION
