SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Hokitika,Hokitika Valley-Otira,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Hokitika,-42.71867868,170.97186323,Hokitika Valley-Otira,-42.87811794,171.30442912,32.41219512147318,Westland,Westland,WORK
Darfield,Northlands (Christchurch City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Darfield,-43.49796117,172.09991696,Northlands (Christchurch City),-43.49209266,172.60688807,40.89976107780467,Selwyn,Christchurch,WORK
Coatesville,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Coatesville,-36.72270876,174.64336292,Hobson Ridge North,-36.84707104,174.76276914,17.444242876307808,Rodney,Waitakere,WORK
Glentunnel,Torlesse,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Glentunnel,-43.47318088,172.01364558,Torlesse,-43.34568833,171.90320308,16.75008640433564,Selwyn,Selwyn,WORK
Rothesay Bay,Devonport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rothesay Bay,-36.7235541,174.74729392,Devonport,-36.82716648,174.79688282,12.338736958584454,Waitakere,Waitakere,WORK
Nelson Rural,Rutherford,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Nelson Rural,-41.23837971,173.41272827,Rutherford,-41.28072441,173.28230759,11.875041274021909,Nelson,Nelson,WORK
Oaklands East,Marshland,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Oaklands East,-43.57609972,172.56190899,Marshland,-43.46980091,172.64502745,13.587544396396327,Christchurch,Christchurch,WORK
Kumeu-Huapai,Rosebank Peninsula,-999,24,12,-999,-999,-999,-999,-999,-999,-999,45,Kumeu-Huapai,-36.76998293,174.54286666,Rosebank Peninsula,-36.88086056,174.67580445,17.088376098708068,Rodney,Waitakere,WORK
Swanson Rural,Mount Wellington Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Swanson Rural,-36.881095,174.57106823,Mount Wellington Industrial,-36.92046064,174.85162182,25.32792062136179,Waitakere,Waitakere,WORK
Glen Eden West,Ellerslie West,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Glen Eden West,-36.91301994,174.62881821,Ellerslie West,-36.89897117,174.80612464,15.842209721493274,Waitakere,Waitakere,WORK
Kahutara,Carterton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kahutara,-41.33273164,175.08046255,Carterton North,-41.01943446,175.52683939,51.08178296311714,South Wairarapa,Carterton,WORK
Henderson Lincoln South,Grafton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Henderson Lincoln South,-36.86722468,174.62367505,Grafton,-36.86013178,174.76828549,12.889156719714288,Waitakere,Waitakere,WORK
Orewa North,Quay Street-Customs Street,-999,12,-999,-999,9,-999,-999,-999,-999,-999,24,Orewa North,-36.58108865,174.67586463,Quay Street-Customs Street,-36.84601989,174.77646293,30.793533411356968,Rodney,Waitakere,WORK
Kingsway,Auckland Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kingsway,-36.60606427,174.68651435,Auckland Airport,-36.9891029,174.77400859,43.298563355956105,Rodney,Manukau,WORK
Te Puru,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,15,Te Puru,-36.89631822,175.00316112,Queen Street,-36.84774104,174.76524972,21.841488714875812,Manukau,Waitakere,WORK
Buller Coalfields,Westport North,-999,63,9,9,-999,-999,-999,-999,-999,-999,84,Buller Coalfields,-41.7281935,171.86681611,Westport North,-41.74413804,171.60899375,21.466316313417504,Buller,Buller,WORK
Belmont Park,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Belmont Park,-41.1693145,174.91554299,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,15.989372029155163,Hutt city,Wellington,WORK
McLaren Park,Quay Street-Customs Street,-999,12,-999,-999,-999,21,-999,-999,-999,-999,39,McLaren Park,-36.89892389,174.62097855,Quay Street-Customs Street,-36.84601989,174.77646293,15.029850658645694,Waitakere,Waitakere,WORK
Browns Bay South West,East Tamaki,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Browns Bay South West,-36.72178932,174.72994649,East Tamaki,-36.93823242,174.88712871,27.837860241423314,Waitakere,Manukau,WORK
Upper Wairau ,Riverlands,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Upper Wairau,-41.71793751,173.30406264,Riverlands,-41.52671731,173.97907819999998,60.00250738009628,Marlborough,Marlborough,WORK
Weston,Maheno,-999,6,9,-999,-999,-999,-999,-999,-999,-999,15,Weston,-45.08908465,170.93071905,Maheno,-45.27731871,170.70534409,27.387939920603586,Waitaki,Waitaki,WORK
Pukekohe Hospital,Takanini Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe Hospital,-37.21226696,174.90262406,Takanini Central,-37.05069884,174.92586896,18.08334949700373,Franklin,Franklin,WORK
Starvation Hill-Cust,Sockburn South,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Starvation Hill-Cust,-43.29262485,172.36275322,Sockburn South,-43.5449149,172.56350496,32.4019076662958,Waimakariri,Christchurch,WORK
Minden,Mount Maunganui Central,-999,27,21,-999,-999,-999,-999,-999,-999,-999,51,Minden,-37.77273465,176.01540781,Mount Maunganui Central,-37.66423891,176.19448097,19.840261983531533,Western Bay of Plenty,Western Bay of Plenty,WORK
Red Beach East,Parnell West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Red Beach East,-36.60592118,174.70488989,Parnell West,-36.85679261,174.77798053,28.645998554805388,Rodney,Waitakere,WORK
Newtons Road,Christchurch Airport,-999,30,9,-999,-999,-999,-999,-999,-999,-999,39,Newtons Road,-43.56941172,172.31944743,Christchurch Airport,-43.48221523,172.54383636,20.525421776353394,Selwyn,Christchurch,WORK
Mount Albert North,North Harbour,-999,15,6,-999,-999,-999,-999,-999,-999,-999,21,Mount Albert North,-36.87481471,174.71765308,North Harbour,-36.74630474,174.71502975,14.29156499505431,Waitakere,Waitakere,WORK
Tinwald North,Winchmore-Wakanui,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Tinwald North,-43.91264327,171.72370365,Winchmore-Wakanui,-43.96318598,171.82829097,10.085408389886208,Ashburton,Ashburton,WORK
Massey East,North Harbour,-999,45,9,-999,-999,-999,-999,-999,-999,-999,60,Massey East,-36.84348264,174.62057134,North Harbour,-36.74630474,174.71502975,13.693274401319115,Waitakere,Waitakere,WORK
Murrays Bay West,Parnell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Murrays Bay West,-36.73177873,174.74174762,Parnell West,-36.85679261,174.77798053,14.27040315293946,Waitakere,Waitakere,WORK
Kumeu Rural West,Silverdale Central (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kumeu Rural West,-36.79039063,174.52133836,Silverdale Central (Auckland),-36.62402013,174.67493059999995,23.01529050683621,Rodney,Rodney,WORK
Queenspark,Russley,-999,30,6,-999,-999,-999,-999,-999,-999,-999,39,Queenspark,-43.47537667,172.69715881,Russley,-43.49336565,172.55854726,11.36050048650789,Christchurch,Christchurch,WORK
Northcross,Otahuhu Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Northcross,-36.71165743,174.73076830000005,Otahuhu Central,-36.94175556,174.83604598,27.247638196313854,Waitakere,Waitakere,WORK
Henderson East,Botany Junction,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Henderson East,-36.88675131,174.63851372,Botany Junction,-36.95962843,174.89641804,24.31611953938043,Waitakere,Manukau,WORK
Starvation Hill-Cust,Kaiapoi Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Starvation Hill-Cust,-43.29262485,172.36275322,Kaiapoi Central,-43.38654697,172.65446965,25.79992285245011,Waimakariri,Waimakariri,WORK
Clover Park South,Hobson Ridge North,-999,9,-999,-999,-999,6,-999,-999,-999,-999,18,Clover Park South,-36.98563252,174.89012173,Hobson Ridge North,-36.84707104,174.76276914,19.11990166081464,Manukau,Waitakere,WORK
Te Puke West,Mount Maunganui North,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Puke West,-37.7881496,176.3108254,Mount Maunganui North,-37.63000366,176.1731587,21.35171171803112,Western Bay of Plenty,,WORK
Pirimai West,Hastings Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Pirimai West,-39.51328394,176.87873144,Hastings Central,-39.63962329,176.84642759,14.318518073745079,Hastings,Hastings city,WORK
Mount Roskill White Swan,Wairau Valley ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mount Roskill White Swan,-36.91484469,174.72598544,Wairau Valley,-36.77355541,174.73453173,15.729046907225632,Waitakere,Waitakere,WORK
Ferguson,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ferguson,-36.966167,174.88252157,Newmarket,-36.86853889,174.77706299,14.343785728639233,Manukau,Waitakere,WORK
Oranga,Manukau Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Oranga,-36.91207992,174.80030606,Manukau Central,-36.99138991,174.86947528,10.749457955681946,Waitakere,Manukau,WORK
Puhinui North,Papakura Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Puhinui North,-36.98354464,174.86235623,Papakura Industrial,-37.07325298,174.96429562,13.468185350379875,Manukau,Franklin,WORK
Pakuranga Heights North West,Takanini Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Pakuranga Heights North West,-36.91160179,174.88861633,Takanini Industrial,-37.03359785,174.91535579,13.771753764715127,Manukau,Franklin,WORK
Kilbirnie East,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kilbirnie East,-41.32095571,174.80136587,Porirua Central,-41.14584359,174.82583047,19.578753867523552,Wellington,Porirua,WORK
Hornby South,Lincoln West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hornby South,-43.54829435,172.53309133,Lincoln West,-43.64345571,172.47791199,11.476614513418038,Christchurch,Selwyn,WORK
Parklands,McLeans Island,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Parklands,-43.48059253,172.70806659,McLeans Island,-43.4638818,172.50482425,16.505568172624994,Christchurch,Christchurch,WORK
Te Puna,Mount Maunganui North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Puna,-37.68313647,176.068803,Mount Maunganui North,-37.63000366,176.1731587,10.922414400193873,Western Bay of Plenty,,WORK
West Eyreton,Rangiora Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,West Eyreton,-43.3561292,172.43471785,Rangiora Central,-43.30280578,172.59569594,14.307239279563492,Waimakariri,Waimakariri,WORK
Ararimu,Ellerslie West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ararimu,-37.14686222,175.08246983,Ellerslie West,-36.89897117,174.80612464,36.900711664264115,Franklin,Waitakere,WORK
Pukekohe West,Tuakau Rural,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pukekohe West,-37.20097025,174.88803986,Tuakau Rural,-37.28621227,174.95229059,11.053874482471269,Franklin,Franklin,WORK
Ormiston South,Eden Terrace,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Ormiston South,-36.97596797,174.9175859,Eden Terrace,-36.86462613,174.75964083,18.71968141281624,Manukau,Waitakere,WORK
Warren Park,Lake Hayes Estate,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Warren Park,-45.02264371,168.66173004,Lake Hayes Estate,-45.00228082,168.79374439,10.621734145226297,Queenstown-Lakes,Queenstown-Lakes,WORK
Rolleston South East,Merivale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rolleston South East,-43.61058176,172.40183653,Merivale,-43.51635206,172.61911331,20.402661678504515,Selwyn,Christchurch,WORK
Orewa Central,North Harbour,-999,63,30,-999,-999,-999,-999,-999,-999,-999,99,Orewa Central,-36.58726477,174.69445280000005,North Harbour,-36.74630474,174.71502975,17.77941646839905,Rodney,Waitakere,WORK
Randwick Park West,Symonds Street West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Randwick Park West,-37.02624737,174.91357933,Symonds Street West,-36.8567668,174.76333185,23.09647177135431,Franklin,Waitakere,WORK
Rotoorangi,Te Rapa South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rotoorangi,-38.02123915,175.43705434,Te Rapa South,-37.76141322,175.24114614,33.61922754501514,Waipa,Hamilton,WORK
Karori North,Boulcott,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Karori North,-41.27758715,174.74437222,Boulcott,-41.19937004,174.92439872,17.384955659618658,Wellington,Hutt city,WORK
Edendale-Woodlands,Wyndham-Catlins,-999,42,15,-999,-999,-999,-999,-999,-999,-999,60,Edendale-Woodlands,-46.3334381,168.67007113,Wyndham-Catlins,-46.47283276,168.99193119999995,29.14319528987156,Southland,Southland,WORK
Travis Wetlands,Hornby Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Travis Wetlands,-43.48560388,172.68870014,Hornby Central,-43.53921804,172.53566342,13.705596462547994,Christchurch,Christchurch,WORK
Mowhanau,Cornmarket,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Mowhanau,-39.84344675,174.90288293,Cornmarket,-39.92629435,175.05079129,15.624716341290595,Wanganui,Wanganui,WORK
Queenspark,Paparua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Queenspark,-43.47537667,172.69715881,Paparua,-43.52734771,172.46226351,19.807494245550686,Christchurch,Christchurch,WORK
Papatoetoe South West,Mount Wellington North West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe South West,-36.98945511,174.84681066,Mount Wellington North West,-36.89388294,174.82931818,10.740245984181989,Franklin,Waitakere,WORK
Manurewa South,Panmure Glen Innes Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Manurewa South,-37.03138834,174.90040876,Panmure Glen Innes Industrial,-36.88365468,174.85076184,17.009223819970263,Franklin,Waitakere,WORK
Bucklands Beach North,Grey Lynn East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Bucklands Beach North,-36.86068628,174.9037907,Grey Lynn East,-36.86181959,174.75208551,13.497191801746665,,Waitakere,WORK
Royal Heights North,Mount Eden North East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Royal Heights North,-36.82851197,174.62774619,Mount Eden North East,-36.86913097,174.76555025,13.067262695163453,Waitakere,Waitakere,WORK
Paraparaumu Beach North,Gracefield,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Paraparaumu Beach North,-40.88107643,174.99882094,Gracefield,-41.24017306,174.91075379,40.60668007061923,Kapiti Coast,Hutt city,WORK
Ramarama,Panmure Glen Innes Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ramarama,-37.15945142,174.93408164,Panmure Glen Innes Industrial,-36.88365468,174.85076184,31.54668182052299,Franklin,Waitakere,WORK
Hobsonville Point,Belmont (Auckland),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Hobsonville Point,-36.79691625,174.66172203,Belmont (Auckland),-36.80517747,174.78818395,11.297078358193975,Waitakere,Waitakere,WORK
Takanini South,Penrose,-999,54,21,-999,-999,12,-999,-999,-999,-999,90,Takanini South,-37.04157360000001,174.93888309,Penrose,-36.91999811,174.82258914,17.013546668779647,Franklin,Waitakere,WORK
Kelson,Vivian East,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18,Kelson,-41.17271184,174.94294237,Vivian East,-41.29691524,174.78007236,19.396412250535768,Hutt city,Wellington,WORK
Pakuranga West,Symonds Street West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pakuranga West,-36.91819021,174.86882676,Symonds Street West,-36.8567668,174.76333185,11.604950977731976,Manukau,Waitakere,WORK
West Melton,Hagley Park,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,West Melton,-43.52569623,172.36518722,Hagley Park,-43.53053792,172.61981252,20.535038565068888,Selwyn,Christchurch,WORK
Iona,Poukawa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Iona,-39.67719283,176.87643265,Poukawa,-39.75996379,176.70227115,17.510037691112412,Hastings city,Hastings,WORK
Outer Kaiti,Te Arai,-999,9,-999,9,-999,-999,-999,-999,-999,-999,21,Outer Kaiti,-38.66939983,178.05655503,Te Arai,-38.65827971,177.89701491,13.906950848885396,Gisborne,Gisborne,WORK
Greenhithe East,Victoria Park ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Greenhithe East,-36.7641032,174.68932537,Victoria Park,-36.84857807,174.75659124,11.139836740330068,Waitakere,Waitakere,WORK
Sovereign Palms,Christchurch Airport,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,60,Sovereign Palms,-43.36711702,172.66837672,Christchurch Airport,-43.48221523,172.54383636,16.277423481216555,Waimakariri,Christchurch,WORK
Browns Bay South West,Dairy Flat West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Browns Bay South West,-36.72178932,174.72994649,Dairy Flat West,-36.67100483,174.61891208,11.39691029037458,Waitakere,Rodney,WORK
Massey East,Mount Wellington Industrial,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Massey East,-36.84348264,174.62057134,Mount Wellington Industrial,-36.92046064,174.85162182,22.261421251243558,Waitakere,Waitakere,WORK
Helensville,Auckland Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Helensville,-36.67496915,174.45425272,Auckland Airport,-36.9891029,174.77400859,45.05527357111572,Rodney,Manukau,WORK
Manurewa South,Rosebank Peninsula,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Manurewa South,-37.03138834,174.90040876,Rosebank Peninsula,-36.88086056,174.67580445,26.047105776343326,Franklin,Waitakere,WORK
Swanson,Manukau Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Swanson,-36.86489607,174.58462975,Manukau Central,-36.99138991,174.86947528,28.963889001125914,Waitakere,Manukau,WORK
Mount Roskill White Swan,Takapuna Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mount Roskill White Swan,-36.91484469,174.72598544,Takapuna Central,-36.78202515,174.76947038,15.267314591786569,Waitakere,Waitakere,WORK
Albany South,Quay Street-Customs Street,-999,6,-999,-999,15,-999,-999,-999,-999,-999,24,Albany South,-36.73882334,174.70949248,Quay Street-Customs Street,-36.84601989,174.77646293,13.328252757183131,Waitakere,Waitakere,WORK
Cockle Bay,Otahuhu Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Cockle Bay,-36.89765568,174.94328238,Otahuhu Industrial,-36.9501703,174.82798415,11.7959446548437,Manukau,Manukau,WORK
Tikorangi,Waitara West,-999,36,6,-999,-999,-999,-999,-999,-999,-999,48,Tikorangi,-39.04099797,174.34313238,Waitara West,-38.9975014,174.2265459,11.173123845893336,New Plymouth,New Plymouth,WORK
Onekawa East,Omahu Strip,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Onekawa East,-39.50931627,176.89566416,Omahu Strip,-39.61309296,176.78725679,14.816304250677614,Hastings,Hastings city,WORK
Shelly Park,Mount Wellington North West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Shelly Park,-36.90830816,174.94645122,Mount Wellington North West,-36.89388294,174.82931818,10.538210257880474,Manukau,Waitakere,WORK
Flaxmere South,Mangateretere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Flaxmere South,-39.63097019,176.79128021,Mangateretere,-39.63473335,176.92517797,11.474168301939555,Hastings city,Hastings city,WORK
Manurewa South,Pukekohe Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Manurewa South,-37.03138834,174.90040876,Pukekohe Central,-37.20891954,174.91332549999996,19.773761404995607,Franklin,Franklin,WORK
Onepu Spring,Allandale,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Onepu Spring,-38.04128543,176.74994854,Allandale,-37.96801926,176.98635382,22.257720519319964,Whakatane,Whakatane,WORK
Bishopdale South,Bromley North,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,Bishopdale South,-43.49422735,172.58605509,Bromley North,-43.53482145,172.70629272,10.69500710595178,Christchurch,Christchurch,WORK
Te Puru,Ardmore,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Puru,-36.89631822,175.00316112,Ardmore,-37.06183843,175.01147993,18.419835752505108,Manukau,Franklin,WORK
Mayfair,Napier Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Mayfair,-39.64014808,176.86339942,Napier Central,-39.49277802,176.91573492,16.989779871310912,Hastings city,Napier,WORK
Takanini South,Quay Street-Customs Street,-999,15,-999,-999,-999,24,-999,-999,-999,-999,36,Takanini South,-37.04157360000001,174.93888309,Quay Street-Customs Street,-36.84601989,174.77646293,26.099305596697306,Franklin,Waitakere,WORK
Leamington South,Matamata North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Leamington South,-37.91630252,175.46771972,Matamata North,-37.8092195,175.78065623,29.94105353210786,Waipa,Matamata-Piako,WORK
Glen Eden Rosier,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,21,Glen Eden Rosier,-36.91539926,174.63643274,Queen Street,-36.84774104,174.76524972,13.706517159312579,Waitakere,Waitakere,WORK
Awaruku,Henderson Lincoln East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Awaruku,-36.69990012,174.72732927,Henderson Lincoln East,-36.85590078,174.63407425,19.232336417386428,Waitakere,Waitakere,WORK
Silverdale South (Auckland),Eden Terrace,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Silverdale South (Auckland),-36.62799753,174.69160348,Eden Terrace,-36.86462613,174.75964083,27.00120422512543,Rodney,Waitakere,WORK
Howick Central,Wynyard-Viaduct,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,21,Howick Central,-36.89922262,174.92368474,Wynyard-Viaduct,-36.8433094,174.75788827,16.005222619967455,Manukau,Waitakere,WORK
Pahoia,Mount Maunganui Central,-999,42,33,-999,-999,-999,-999,-999,-999,-999,75,Pahoia,-37.70302699,175.96812271,Mount Maunganui Central,-37.66423891,176.19448097,20.380990473409124,Western Bay of Plenty,Western Bay of Plenty,WORK
Solway North,Wellington Central,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Solway North,-40.9574562,175.63029837,Wellington Central,-41.2849345,174.77572593,80.31249394941695,Masterton,Wellington,WORK
Wairoa,Mahia,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Wairoa,-39.03908469,177.41898076,Mahia,-38.98042026,177.71581946,26.464222982391572,Wairoa,Wairoa,WORK
Tinwald North,Ashburton Forks,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Tinwald North,-43.91264327,171.72370365,Ashburton Forks,-43.78492258,171.43181981,27.37787404532129,Ashburton,Ashburton,WORK
Riccarton Racecourse,Bromley North,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Riccarton Racecourse,-43.52902176,172.54286039,Bromley North,-43.53482145,172.70629272,13.19091680776858,Christchurch,Christchurch,WORK
Motiti,Pyes Pa North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Motiti,-37.71900661,176.34389997,Pyes Pa North,-37.74119093,176.12802796,19.144300640129273,Western Bay of Plenty,Western Bay of Plenty,WORK
Albany Heights,Greenlane North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Albany Heights,-36.71796472,174.69401393,Greenlane North,-36.89157675,174.7929571,21.219664162043053,Waitakere,Waitakere,WORK
Glendene South,Onehunga-Te Papapa Industrial,-999,9,6,-999,-999,-999,-999,-999,-999,-999,18,Glendene South,-36.89691229,174.65416828,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,12.9245630879505,Waitakere,Waitakere,WORK
Oakleigh-Mangapai,Kamo West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Oakleigh-Mangapai,-35.89588695,174.21595621,Kamo West,-35.67006476,174.29507452,26.104818051794272,Whangarei,Whangarei,WORK
Piha,Parnell West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Piha,-36.96186554,174.47423421,Parnell West,-36.85679261,174.77798053,29.42504930398617,Waitakere,Waitakere,WORK
Te Atatu South-McLeod North,Epsom East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Atatu South-McLeod North,-36.87411227,174.64687905,Epsom East,-36.89528995,174.7782585,11.919644314494764,Waitakere,Waitakere,WORK
Bayview South,Wiri West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Bayview South,-36.78197477,174.70359001,Wiri West,-37.00828264,174.8624367,28.857852902620074,Waitakere,Franklin,WORK
Howick West,Parnell West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Howick West,-36.89320364,174.91979511,Parnell West,-36.85679261,174.77798053,13.248221478077975,Manukau,Waitakere,WORK
Glamorgan,Parnell West,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Glamorgan,-36.70130329,174.7405506,Parnell West,-36.85679261,174.77798053,17.608059324042113,Waitakere,Waitakere,WORK
New Windsor North,Wiri West,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,New Windsor North,-36.90238578,174.71253897,Wiri West,-37.00828264,174.8624367,17.778091272380614,Waitakere,Franklin,WORK
Eden Terrace,Auckland Airport,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,54,Eden Terrace,-36.86462613,174.75964083,Auckland Airport,-36.9891029,174.77400859,13.899982215981305,Waitakere,Manukau,WORK
Royal Heights South,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Royal Heights South,-36.83554837,174.62832303,Albany Central,-36.72820186,174.70483518,13.744399054398539,Waitakere,Waitakere,WORK
Bucklands Beach South,Wairau Valley ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Bucklands Beach South,-36.88980813,174.91318756,Wairau Valley,-36.77355541,174.73453173,20.492040351087933,Manukau,Waitakere,WORK
Lyall Bay,Hutt Central North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Lyall Bay,-41.32710382,174.79417852,Hutt Central North,-41.20872236,174.90664869,16.175157658995367,Wellington,Hutt city,WORK
Te Puru,Greenlane North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Puru,-36.89631822,175.00316112,Greenlane North,-36.89157675,174.7929571,18.70043801975566,Manukau,Waitakere,WORK
Totara Park,Thorndon,-999,12,-999,-999,-999,15,-999,-999,-999,-999,27,Totara Park,-41.1093256,175.08443163,Thorndon,-41.27246445,174.77422734,31.667313833961853,Upper Hutt,Wellington,WORK
Tuakau South,Takanini Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Tuakau South,-37.28146265,174.94066878,Takanini Central,-37.05069884,174.92586896,25.693254487972517,Franklin,Franklin,WORK
Stonefields West,North Harbour,-999,6,6,-999,-999,-999,-999,-999,-999,-999,12,Stonefields West,-36.88678029,174.83723014,North Harbour,-36.74630474,174.71502975,19.03473670630596,Waitakere,Waitakere,WORK
