SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Waitara East,Upper Vogeltown,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitara East,-38.99532406,174.24390005,Upper Vogeltown,-39.09023955,174.08332265,17.42717995583373,New Plymouth,New Plymouth,WORK
Rooseville Park,Wiri West,-999,18,6,-999,-999,-999,-999,-999,-999,-999,30,Rooseville Park,-37.19697684,174.91307633,Wiri West,-37.00828264,174.8624367,21.457072629646216,Franklin,Franklin,WORK
Goodfellow Park,Te Rapa South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Goodfellow Park,-38.00680748,175.31677998,Te Rapa South,-37.76141322,175.24114614,28.082331396899967,Waipa,Hamilton,WORK
Titirangi South,Auckland Airport,-999,48,12,-999,-999,-999,-999,-999,-999,-999,69,Titirangi South,-36.94580721,174.65622649,Auckland Airport,-36.9891029,174.77400859,11.518370034679025,Waitakere,Manukau,WORK
Yaldhurst,Bromley North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Yaldhurst,-43.51680117,172.51440607,Bromley North,-43.53482145,172.70629272,15.599787166004587,Christchurch,Christchurch,WORK
Milton,Hillside-Portsmouth Drive,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Milton,-46.12167234,169.96750182,Hillside-Portsmouth Drive,-45.89228448,170.50432869999997,48.67814041938729,Clutha,Dunedin,WORK
Taradale Central,Karamu,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Taradale Central,-39.5289489,176.84963144,Karamu,-39.62823535,176.88383629,11.42271731271918,Hastings,Hastings city,WORK
Ascot Park,Wellington Central,-999,33,-999,9,-999,51,-999,-999,-999,-999,93,Ascot Park,-41.12000324,174.87336814,Wellington Central,-41.2849345,174.77572593,20.076571898900333,Porirua,Wellington,WORK
Port Waikato-Waikaretu,Wiri West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Port Waikato-Waikaretu,-37.46326144,174.78022151,Wiri West,-37.00828264,174.8624367,51.112197963111676,Franklin,Franklin,WORK
Sumner,Ilam University,-999,9,-999,-999,6,-999,-999,-999,-999,-999,15,Sumner,-43.57493364,172.7635625,Ilam University,-43.52336127,172.57826459,15.996783499930991,Christchurch,Christchurch,WORK
Orewa North,Queen Street,-999,9,-999,-999,9,-999,-999,-999,-999,-999,21,Orewa North,-36.58108865,174.67586463,Queen Street,-36.84774104,174.76524972,30.70222086475375,Rodney,Waitakere,WORK
Tindalls-Matakatia,Albany Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Tindalls-Matakatia,-36.61663904,174.77704003,Albany Central,-36.72820186,174.70483518,13.977055675321367,Rodney,Waitakere,WORK
Albany Heights,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Albany Heights,-36.71796472,174.69401393,Auckland-University,-36.85143057,174.76906469,16.276309252415007,Waitakere,Waitakere,WORK
Pakuranga Heights South West,Newmarket,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,Pakuranga Heights South West,-36.9198535,174.88678719,Newmarket,-36.86853889,174.77706299,11.303390003243914,Manukau,Waitakere,WORK
Fordlands,Kaingaroa-Whakarewarewa,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Fordlands,-38.14335034,176.22315121,Kaingaroa-Whakarewarewa,-38.25763217,176.45697211,24.061258350255976,Rotorua,Rotorua,WORK
Western Heights (Auckland),Onehunga-Te Papapa Industrial,-999,15,9,-999,-999,-999,-999,-999,-999,-999,27,Western Heights (Auckland),-36.88738067,174.61313879,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,16.72296524276766,Waitakere,Waitakere,WORK
Sumner,Christchurch Central-South,-999,54,15,-999,6,-999,-999,-999,-999,-999,81,Sumner,-43.57493364,172.7635625,Christchurch Central-South,-43.53815861,172.64240289,10.585087929963409,Christchurch,Christchurch,WORK
Dinsdale South,Hamilton Park,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Dinsdale South,-37.79839009,175.23931456,Hamilton Park,-37.74851528,175.3389199,10.36335094184651,Hamilton,Waikato,WORK
Weymouth East,Sylvia Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Weymouth East,-37.03734988,174.87760685,Sylvia Park,-36.91485222,174.84049019,14.014494712899095,Franklin,Waitakere,WORK
Halswell North,Bromley North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Halswell North,-43.57394904,172.5780119,Bromley North,-43.53482145,172.70629272,11.215798391077128,Christchurch,Christchurch,WORK
Sumner,Merivale,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Sumner,-43.57493364,172.7635625,Merivale,-43.51635206,172.61911331,13.340606126087744,Christchurch,Christchurch,WORK
Winton,Oreti River,-999,45,18,-999,-999,-999,-999,-999,-999,-999,66,Winton,-46.14486071,168.32382512,Oreti River,-46.00268489,168.31789888,15.815838011139386,Southland,Southland,WORK
Rosa Birch Park,Takanini Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Rosa Birch Park,-37.20705288,174.89590149999995,Takanini Central,-37.05069884,174.92586896,17.587590886888236,Franklin,Franklin,WORK
Stanmore Bay East,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stanmore Bay East,-36.6293262,174.74176363,Queen Street,-36.84774104,174.76524972,24.37662550549223,Rodney,Waitakere,WORK
Hobsonville Point,Mount St John,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Hobsonville Point,-36.79691625,174.66172203,Mount St John,-36.88236812,174.78035947,14.203840485873584,Waitakere,Waitakere,WORK
Saint Heliers South,Akoranga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Saint Heliers South,-36.86395106,174.85633024,Akoranga,-36.79657499,174.75451244,11.757888682079532,Waitakere,Waitakere,WORK
Coatesville,Auckland Airport,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Coatesville,-36.72270876,174.64336292,Auckland Airport,-36.9891029,174.77400859,31.82069524368439,Rodney,Manukau,WORK
Farm Cove,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Farm Cove,-36.89546599,174.88380665,Hobson Ridge North,-36.84707104,174.76276914,12.03670693778044,Manukau,Waitakere,WORK
Aorere North,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Aorere North,-36.97359119,174.82668701,Hobson Ridge North,-36.84707104,174.76276914,15.17282919386266,Manukau,Waitakere,WORK
Halswell North,Rolleston Izone,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Halswell North,-43.57394904,172.5780119,Rolleston Izone,-43.58400200000001,172.37100014,16.712708958486555,Christchurch,Selwyn,WORK
Kaingaroa-Whakarewarewa,Utuhina,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaingaroa-Whakarewarewa,-38.25763217,176.45697211,Utuhina,-38.14249953,176.23214439,23.449240609756234,Rotorua,Rotorua,WORK
Frankton,Arrowtown,-999,18,6,-999,6,-999,-999,-999,-999,-999,33,Frankton,-45.01825697,168.74585281,Arrowtown,-44.9457261,168.83841556,10.864915761691025,Queenstown-Lakes,Queenstown-Lakes,WORK
Hokitika Valley-Otira,Hokitika,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,57,Hokitika Valley-Otira,-42.87811794,171.30442912,Hokitika,-42.71867868,170.97186323,32.41219512147318,Westland,Westland,WORK
Sunnyhills East,Grafton,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Sunnyhills East,-36.90137998,174.89140685,Grafton,-36.86013178,174.76828549,11.872541087452072,Manukau,Waitakere,WORK
Wanaka Waterfront,Frankton,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Wanaka Waterfront,-44.67399475,169.13083654,Frankton,-45.01825697,168.74585281,48.85239007319699,Queenstown-Lakes,Queenstown-Lakes,WORK
Royal Oak West (Auckland),Takapuna Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Royal Oak West (Auckland),-36.91008886,174.76931709,Takapuna Central,-36.78202515,174.76947038,14.240041372192795,Waitakere,Waitakere,WORK
Chapel Downs,Wynyard-Viaduct,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Chapel Downs,-36.97187248,174.90214003,Wynyard-Viaduct,-36.8433094,174.75788827,19.205777718741952,Manukau,Waitakere,WORK
Waikoukou Valley,Silverdale Central (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikoukou Valley,-36.70989198,174.51574111,Silverdale Central (Auckland),-36.62402013,174.67493059999995,17.110463977989102,Rodney,Rodney,WORK
Lumsden-Balfour,Oreti River,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Lumsden-Balfour,-45.74921739,168.61002109,Oreti River,-46.00268489,168.31789888,36.13556497366663,Southland,Southland,WORK
Patumahoe,Wynyard-Viaduct,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Patumahoe,-37.17691755,174.83514067,Wynyard-Viaduct,-36.8433094,174.75788827,37.724395185894046,Franklin,Waitakere,WORK
Stratford Central,Hawera Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Stratford Central,-39.3375964,174.28910646,Hawera Central,-39.59042249,174.28314512,28.117635940077623,Stratford,South Taranaki,WORK
Tuscany Heights,Mount Wellington North West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tuscany Heights,-36.97921496,174.95509968,Mount Wellington North West,-36.89388294,174.82931818,14.663109280698025,Manukau,Waitakere,WORK
Ngongotaha Valley,Kaingaroa-Whakarewarewa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Ngongotaha Valley,-38.14347351,176.15742503,Kaingaroa-Whakarewarewa,-38.25763217,176.45697211,29.09080155567561,Rotorua,Rotorua,WORK
Bream Head,Kamo West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Bream Head,-35.81913112,174.53591875,Kamo West,-35.67006476,174.29507452,27.334879704784843,Whangarei,Whangarei,WORK
Kahuranaki,Bridge Pa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kahuranaki,-39.7652496,176.93488506,Bridge Pa,-39.63313082,176.76284806,20.795620916258553,Hastings,Hastings city,WORK
Birkenhead South,Panmure Glen Innes Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Birkenhead South,-36.81601936,174.73031198,Panmure Glen Innes Industrial,-36.88365468,174.85076184,13.09300140831015,Waitakere,Waitakere,WORK
Okaihau,Lake Manuwai-Kapiro,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Okaihau,-35.28661159,173.79081555,Lake Manuwai-Kapiro,-35.18267324,173.86535013,13.394027406527018,Far North,Far North,WORK
Pakuranga West,Grafton,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,Pakuranga West,-36.91819021,174.86882676,Grafton,-36.86013178,174.76828549,11.028488792860717,Manukau,Waitakere,WORK
Brentwood (Taupo District),Ohakuri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Brentwood (Taupo District),-38.68168999,176.05272614,Ohakuri,-38.52137003,176.09477746,18.19744359954963,Taupo,Taupo,WORK
The Strand,Henderson Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,The Strand,-36.85025882,174.77451266,Henderson Central,-36.88968581,174.62928426,13.642526144329093,Waitakere,Waitakere,WORK
Ranui South East,Wiri West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Ranui South East,-36.87189045,174.6046809,Wiri West,-37.00828264,174.8624367,27.473236004479894,Waitakere,Franklin,WORK
Howick Central,Queen Street,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Howick Central,-36.89922262,174.92368474,Queen Street,-36.84774104,174.76524972,15.211327205180714,Manukau,Waitakere,WORK
Albany South,Grey Lynn East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Albany South,-36.73882334,174.70949248,Grey Lynn East,-36.86181959,174.75208551,14.192609952151606,Waitakere,Waitakere,WORK
Mission Bay,Middlemore,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Mission Bay,-36.855756,174.83237219,Middlemore,-36.96044494,174.84306701,11.679651473662648,Waitakere,Manukau,WORK
Papatoetoe West,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe West,-36.98008106,174.84650545,Auckland-University,-36.85143057,174.76906469,15.875762214429605,Manukau,Waitakere,WORK
Sunnyvale West-Parrs Park,Grey Lynn East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sunnyvale West-Parrs Park,-36.9037139,174.63073132,Grey Lynn East,-36.86181959,174.75208551,11.755745353787374,Waitakere,Waitakere,WORK
Te Kuru,Whangaparoa Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuru,-36.60344402,174.48396116,Whangaparoa Central,-36.63661523,174.73358327,22.58106035790163,Rodney,Rodney,WORK
Ohau-Manakau,Fairfield (Horowhenua District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohau-Manakau,-40.69886257,175.20752463,Fairfield (Horowhenua District),-40.6214039,175.30936396,12.164559897914534,Horowhenua,Horowhenua,WORK
Sunnybrook,Kaingaroa-Whakarewarewa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Sunnybrook,-38.14973623,176.20917803,Kaingaroa-Whakarewarewa,-38.25763217,176.45697211,24.75371939366973,Rotorua,Rotorua,WORK
Fairview Heights,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Fairview Heights,-36.71007322,174.71678985,Auckland-University,-36.85143057,174.76906469,16.393194457991573,Waitakere,Waitakere,WORK
Pokeno,Ardmore,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Pokeno,-37.24416888,175.02021530000005,Ardmore,-37.06183843,175.01147993,20.288996563158122,Franklin,Franklin,WORK
Ngapuhi,Moerewa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Ngapuhi,-35.4228326,173.76534835,Moerewa,-35.38372176,174.02517066,23.947035504281,Far North,Far North,WORK
Mount Pleasant,Rutland,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mount Pleasant,-43.56433719,172.71890228,Rutland,-43.50650406,172.62267483,10.075954746291458,Christchurch,Christchurch,WORK
Kiripaka,Kensington (Whangarei District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Kiripaka,-35.64674958,174.40287423,Kensington (Whangarei District),-35.71310137,174.30833235,11.285088112813275,Whangarei,Whangarei,WORK
Strandon,Lepperton-Brixton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Strandon,-39.05369313,174.09475657,Lepperton-Brixton,-39.03478152,174.21868922,10.907528531868989,New Plymouth,New Plymouth,WORK
Kingsland,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kingsland,-36.87030191,174.74585155,Albany Central,-36.72820186,174.70483518,16.217356963708674,Waitakere,Waitakere,WORK
Saint Johns West,Wairau Valley ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Saint Johns West,-36.88206283,174.83365741,Wairau Valley,-36.77355541,174.73453173,14.947079385765619,Waitakere,Waitakere,WORK
Banks Peninsula South,Akaroa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Banks Peninsula South,-43.78081842,172.72633833,Akaroa,-43.80712605,172.96853908,19.658896147128196,Christchurch,Christchurch,WORK
Kihikihi Central,Puniu,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kihikihi Central,-38.03798646,175.35079965,Puniu,-38.28518422,175.55136504,32.60411399353874,Waipa,Otorohanga,WORK
Pukekawa,Rooseville Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekawa,-37.35591115,175.00526866,Rooseville Park,-37.19697684,174.91307633,19.464424535968284,Franklin,Franklin,WORK
Cape Rodney,Snells Beach,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Cape Rodney,-36.25433822,174.62638047,Snells Beach,-36.42024184,174.72518871,20.460847394854547,Rodney,Rodney,WORK
Woodend,Riccarton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Woodend,-43.32176017,172.66587597,Riccarton Central,-43.53057675,172.59907505,23.837777592574426,Waimakariri,Christchurch,WORK
Waikaka,Gore West,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Waikaka,-45.96604044,168.98043741,Gore West,-46.10626401,168.92356176,16.198463461157715,Gore,Gore,WORK
Waima Forest,Kerikeri Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Waima Forest,-35.48716638,173.62952632,Kerikeri Central,-35.22507309,173.95096304,41.21981535565957,Far North,Far North,WORK
Bucklands Beach North,Newmarket,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Bucklands Beach North,-36.86068628,174.9037907,Newmarket,-36.86853889,174.77706299,11.307724774980631,,Waitakere,WORK
Rolleston Central,Christchurch Airport,-999,30,6,-999,-999,-999,-999,-999,-999,-999,36,Rolleston Central,-43.60049642,172.37569815,Christchurch Airport,-43.48221523,172.54383636,18.88515678581036,Selwyn,Christchurch,WORK
Blockhouse Bay South,North Harbour,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Blockhouse Bay South,-36.92531189,174.6983916,North Harbour,-36.74630474,174.71502975,19.959686755467335,Waitakere,Waitakere,WORK
Te Atatu South-McLeod South,Anzac Avenue,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Atatu South-McLeod South,-36.88084491,174.65012599,Anzac Avenue,-36.84768561,174.77203569999998,11.455023303539045,Waitakere,Waitakere,WORK
Ashley-Sefton,Russley,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Ashley-Sefton,-43.24549574,172.65358254,Russley,-43.49336565,172.55854726,28.612381858549746,Waimakariri,Christchurch,WORK
Howick West,Mount Eden North East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Howick West,-36.89320364,174.91979511,Mount Eden North East,-36.86913097,174.76555025,13.97766758322035,Manukau,Waitakere,WORK
Henderson North,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Henderson North,-36.87606154,174.62534230000003,Auckland-University,-36.85143057,174.76906469,13.076036823844378,Waitakere,Waitakere,WORK
Waipa Valley,Hangatiki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipa Valley,-38.45839327,175.27657366,Hangatiki,-38.28355305,175.06938344,26.537035716047765,Waitomo,Waitomo,WORK
Stanmore Bay West,Henderson Lincoln East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stanmore Bay West,-36.62300197,174.72724226,Henderson Lincoln East,-36.85590078,174.63407425,27.19532675385441,Rodney,Waitakere,WORK
Hillcrest North (Auckland),Mount Wellington Industrial,-999,6,6,-999,-999,-999,-999,-999,-999,-999,18,Hillcrest North (Auckland),-36.79003781,174.74379298,Mount Wellington Industrial,-36.92046064,174.85162182,17.388510407349113,Waitakere,Waitakere,WORK
Browns Bay South West,Epsom North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Browns Bay South West,-36.72178932,174.72994649,Epsom North,-36.87695838,174.77070996,17.63162413264796,Waitakere,Waitakere,WORK
Paremoremo East,Takapuna Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Paremoremo East,-36.74982031,174.66020526,Takapuna Central,-36.78202515,174.76947038,10.370864570729523,Waitakere,Waitakere,WORK
Mangakahia-Hukerenui,Matarau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangakahia-Hukerenui,-35.65301955,174.0023164,Matarau,-35.66728748,174.20987157,18.81849644537281,Whangarei,Whangarei,WORK
Massey South,Akoranga,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Massey South,-36.84994988,174.61625895,Akoranga,-36.79657499,174.75451244,13.662406086607099,Waitakere,Waitakere,WORK
Anselmi Ridge,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Anselmi Ridge,-37.18633345,174.93550996,Queen Street,-36.84774104,174.76524972,40.571038311257205,Franklin,Waitakere,WORK
Greenmeadows West,Karamu,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Greenmeadows West,-39.51591342,176.85346584,Karamu,-39.62823535,176.88383629,12.758015699903018,Hastings,Hastings city,WORK
Wanaka West,Upper Clutha Valley,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Wanaka West,-44.70336241,169.11527951,Upper Clutha Valley,-44.68728145,169.2943196,14.264503128147963,Queenstown-Lakes,Queenstown-Lakes,WORK
Waipukurau East,Hastings Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipukurau East,-40.00231546,176.56027065,Hastings Central,-39.63962329,176.84642759,47.15628131047143,Central Hawke's Bay,Hastings city,WORK
Otawa,Mount Maunganui North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Otawa,-37.80633865,176.27291154,Mount Maunganui North,-37.63000366,176.1731587,21.48117891971438,Western Bay of Plenty,,WORK
Buckland,Drury,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Buckland,-37.22733765,174.91924064,Drury,-37.10606959,174.93669402,13.572789138534205,Franklin,Franklin,WORK
Forrest Hill West,Mount Eden North East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Forrest Hill West,-36.76895837,174.7451352,Mount Eden North East,-36.86913097,174.76555025,11.285951003595803,Waitakere,Waitakere,WORK
The Gardens (Auckland),Auckland Airport,-999,108,12,-999,-999,-999,-999,-999,-999,-999,123,The Gardens (Auckland),-37.00156996,174.91303846,Auckland Airport,-36.9891029,174.77400859,12.424772622435286,Franklin,Manukau,WORK
