SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Berhampore,84,28,1893,3.6147517170850216,1.0982378739489307,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,7,6,6,6,4,3,4.049733908638531,3.245290595739009,0.0,0.0,4.265287948743138,0.0,0.0,0.0,2.5554578227724125
Waterview,83,9,1377,6.360803555847633,0.5946552184385265,21,0,0,0,0,0,0,0,48,21,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,4,4,6,1,1,0.0,4.983556749370216,0.0,0.0,0.0,0.0,0.0,6.508439964829753,4.3354862348450505
Remuera North,83,89,1908,4.574281229031963,4.404176090208842,0,408,0,0,0,0,0,0,60,0,408,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,7,5,4,7,3,3,0.0,3.8119369107110828,0.0,0.0,2.3968375301146323,0.0,0.0,6.159956046788064,0.9265323751171948
Hillsborough North (Auckland),83,49,1482,5.704500672901949,4.388784935060161,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,5,4,5,2,2,0.0,5.122119957699648,0.0,0.0,0.0,0.0,0.0,0.0,0.8791591267789183
Glen Eden Rosier,83,6,1350,9.707020500261086,0.3669511169982577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1,1,0.0,6.652031775298256,0.0,0.0,0.0,0.0,0.0,13.187081477648256,0.6525957893258566
Aidanfield,83,34,1917,4.610864606857881,2.717158980997536,6,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,4,4,7,2,2,3.391244082854689,4.280741677696948,0.0,0.0,0.0,0.0,0.0,0.0,0.4554722202275239
Oteha East,83,26,1614,9.42729737134885,1.3838235754222767,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,7,6,5,6,3,3,0.0,8.291196887611365,0.0,0.0,0.0,0.0,0.0,0.0,1.3279551954552706
Hornby South,83,14,1941,4.881768365806919,1.1583257857279396,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,5,5,5,3,2,1.6307920243380138,4.833999086387973,0.0,0.0,1.5172385983286112,0.0,0.0,0.0,1.285905312032855
Hillcrest East (Auckland),83,16,1974,5.688328203440297,0.8173649371638689,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,7,6,5,6,3,2,2.2983500069102214,5.625522794896573,0.0,0.0,0.0,0.0,0.0,0.0,1.0973605055186177
Papatoetoe West,83,22,1773,7.365297341735648,1.1749146244261963,0,6,0,0,0,0,0,0,93,0,6,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,0.0,3.800418533108327,0.0,0.0,0.0,0.0,0.0,12.25840195572042,0.8333085327344105
Weymouth North,83,9,1755,9.342948933256132,0.4791982314227278,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,4,4,5,1,1,0.0,10.183386848102815,0.0,0.0,0.0,0.0,0.0,22.859025540532922,1.0203880274611792
Newtown South,82,22,1857,3.587069522525359,2.4759536815705236,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,7,6,6,6,2,2,3.6198306348562066,3.372571879297683,0.0,0.0,4.018648140107553,0.0,0.0,0.0,2.105963156901317
Torbay,82,13,2316,9.845523796178764,1.8103488826304879,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,5,5,5,2,2,0.0,7.762618117327911,0.0,0.0,0.0,0.0,0.0,0.0,1.0400151773571362
Bayview East,82,4,1749,6.857255306840607,0.2551371517289018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,-990,0.0,5.304781968055716,0.0,0.0,0.0,0.0,0.0,0.0,1.359815185559862
Glen Eden Central,82,35,1383,8.45431540192951,2.5939705030902136,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,3,5,2,2,0.0,3.9360969343402834,0.0,0.0,0.0,0.0,0.0,9.698402825029786,0.8376503212109974
Hillcrest North (Auckland),82,23,1599,5.478600120961659,1.5040914819442073,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,6,6,4,6,3,2,0.0,5.004742204486562,0.0,0.0,0.0,0.0,0.0,0.0,1.8743992312160984
Mellons Bay,81,41,2151,8.176288378542505,2.861554744969671,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,5,4,6,2,2,0.0,7.48143572168746,15.14436575700676,0.0,0.0,0.0,0.0,15.442170646993985,1.3838197403199428
Hauraki,81,16,2151,5.438252134241845,0.7307961243296537,30,0,0,0,0,0,0,0,195,30,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,7,6,5,7,3,3,1.007335768106272,6.142563486363987,5.360950768571751,0.0,0.0,0.0,0.0,0.0,1.038917687211273
Karori South,81,13,2934,4.42475690723804,0.6007631551938251,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,7,7,7,6,4,2,2.8771988668471957,5.6394801906447025,0.0,0.0,2.548678866044453,0.0,0.0,0.0,1.7103322211306633
McLaren Park,81,3,1485,9.368959738036923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,-990,-990,2.571630033402024,3.052285476536439,0.0,0.0,0.0,0.0,0.0,13.291817928178187,1.479700501997684
Phillipstown,81,24,1563,4.164386931018494,1.7458914808353903,9,21,0,0,0,0,0,0,195,9,21,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,9,5,4,4,3,3,1.8324087828761277,4.389738215469824,0.0,0.0,0.970343095924483,0.0,0.0,0.0,1.4644729585380927
Somerfield East,81,27,1953,3.3095945913916434,1.6414078711949642,66,0,0,0,0,0,0,0,156,66,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,7,7,5,7,4,3,2.942423522630874,4.153926523815177,0.0,0.0,0.0,0.0,0.0,0.0,1.2271365857710363
Owairaka West,81,23,1131,6.563571010803539,1.2955221579234617,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,6,4,4,6,2,2,0.0,4.761835077485168,0.0,0.0,0.0,0.0,0.0,6.830050570946432,0.948195595416298
Birkdale North,81,46,1971,7.185874986081364,1.6683293859963442,0,129,0,0,0,0,0,0,429,0,129,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,6,3,3,6,5,4,0.0,5.953779637065245,0.0,0.0,0.0,0.0,0.0,0.0,0.6481299781537363
Balmoral,81,47,1593,4.902258148315735,1.6219302335297392,42,0,0,0,6,0,0,0,471,42,0,0,0,6,0,0,0,471,0,0,0,0,0,0,0,0,0,7,5,4,7,4,4,2.260605222369179,3.4883113010271822,0.0,0.0,0.0,0.0,0.0,0.0,1.970103338593473
Remuera West,81,45,1395,4.261237548458728,3.548530170887059,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,5,4,5,2,2,0.0,3.41557164730434,0.0,0.0,2.5601651971406114,0.0,0.0,4.41978407624222,1.33751226270332
Glendowie South,80,84,2268,6.711920221313113,2.9883280570066426,42,384,0,0,0,0,0,0,1185,42,384,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,8,6,4,8,6,5,0.0,7.166365547237829,0.0,0.0,0.0,0.0,0.0,9.195191345236221,0.8155288954932545
New Lynn North,80,2,1068,6.842175759337143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,-990,-990,0.0,6.402237495261788,0.0,0.0,0.0,0.0,0.0,10.410509694901531,1.3991406529228274
Kingston-Mornington-Vogeltown,80,12,1776,3.533052865741299,0.8834642512059032,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,6,6,6,5,2,1,4.403892034654333,3.642113750465194,0.0,0.0,3.5252606404361537,0.0,0.0,0.0,2.3698577638860567
Shirley West,80,39,1698,4.093572741463814,2.372519006201459,9,9,0,0,0,0,0,0,93,9,9,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,7,5,4,7,3,3,3.5937261943740526,4.977735996157287,0.0,0.0,0.0,0.0,0.0,0.0,0.8337555356945496
Point Chevalier West,80,17,1680,5.441208139621114,1.4700057958896688,6,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,5,5,6,3,2,2.838482575762778,4.622854091591894,0.0,0.0,0.0,0.0,0.0,6.6442425418063005,0.9928582810370078
Mairehau South,80,43,1773,3.9158453441071517,2.629877314276702,21,0,0,0,6,0,0,0,180,21,0,0,0,6,0,0,0,180,0,0,0,0,0,0,0,0,0,7,6,5,7,5,3,3.3834994576120327,4.389995217353325,0.0,0.0,0.0,0.0,0.0,0.0,0.777011030942917
Unsworth Heights East,79,5,1638,8.003577180523536,0.20081100882212857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,1,-990,1.1612796366286051,5.6108819370210155,0.0,0.0,0.0,0.0,0.0,0.0,1.1612796366286051
Epsom North,79,60,1755,4.024135071638687,4.777736395982018,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,5,5,5,3,2,1.91315092073235,2.822147408377985,0.0,0.0,2.8423340961769465,0.0,0.0,7.268352184636263,1.3447040478174066
Mount Eden East,79,28,1533,4.386322664760062,2.367615541765367,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,6,5,4,4,2,2,1.689260400828523,3.5131424071783615,0.0,0.0,0.0,0.0,0.0,10.28685682315649,1.5164876366258317
Beach Haven West,79,14,1617,7.301140047391265,0.7987738565638637,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,4,4,6,3,2,0.0,5.585309260092491,9.564616253026756,0.0,0.0,0.0,0.0,0.0,0.4375392562833564
Narrow Neck,79,21,2184,4.911297086650839,1.0487777840811507,48,0,0,0,0,0,0,0,75,48,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,7,7,6,7,4,3,2.2889880628590724,6.007086706590709,4.8363177008968465,0.0,0.0,0.0,0.0,0.0,0.9537250604657586
Tamaki,79,14,1320,5.606292523336289,1.8725887466266387,0,6,0,0,0,0,0,0,54,0,6,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,6,4,3,6,2,1,0.0,5.881233671576983,0.0,0.0,0.0,0.0,0.0,8.528623363447537,0.9923066963640302
Island Bay West,79,14,1920,4.852618612639494,0.6930791472050561,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,6,6,6,4,1,5.005393915009161,5.388647511296189,0.0,0.0,4.220095906386189,0.0,0.0,0.0,2.1794252774413208
New Windsor North,78,3,1230,6.64619114905667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,-990,-990,0.0,5.850767074894478,0.0,0.0,0.0,0.0,0.0,7.218898955767837,1.5984866085525435
Te Manatu,78,20,2058,5.710533193939732,4.18272924862656,9,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,5,6,2,1,3.135052450546417,6.746852596401918,0.0,0.0,0.0,0.0,0.0,0.0,1.1430275966219532
Howick East,78,62,1662,7.020033953370223,3.83854058477746,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,5,4,4,5,3,3,0.0,6.362676253688572,16.626494797242074,0.0,0.0,0.0,0.0,16.626494797242074,0.9465478077476934
North Beach,78,24,1749,6.622911685181584,1.8588082451067336,30,0,0,0,0,0,0,0,141,30,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,7,4,3,7,4,2,3.919108492697531,6.390452112806506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prebbleton,78,15,2502,8.12989943622374,3.010868730703169,63,0,0,0,15,0,0,0,120,63,0,0,0,15,0,0,0,120,0,0,0,0,0,0,0,0,0,8,7,4,8,2,2,5.065185786677988,8.396246050779059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strathmore (Wellington City),78,42,1845,4.271417001274032,3.6184819455390413,15,174,0,0,0,0,0,0,153,15,174,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,8,6,5,8,5,3,3.4739178270350153,4.664323276203053,0.0,0.0,3.863112126386186,0.0,0.0,0.0,0.9146643272285258
Te Atatu South-McLeod South,78,34,1446,8.764075465336706,2.5256027680111957,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,5,4,3,5,3,3,0.0,5.213674318926207,0.0,0.0,0.0,0.0,0.0,11.445423562827406,0.0
Ranui North,78,7,1347,9.153093671430257,0.2869857316692583,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,4,4,5,1,1,0.0,8.04985097022711,0.0,0.0,0.0,0.0,0.0,9.608709939671185,0.9918488388399767
Burwood,78,7,1467,5.364352850736994,0.5658232052872385,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,4,5,1,1,1.840483995910007,6.580227780332881,0.0,0.0,1.1483894914411297,0.0,0.0,0.0,0.8838134428047585
Island Bay East,78,27,2073,3.985462339761776,1.0082337958548981,69,0,0,0,15,0,0,0,294,69,0,0,0,15,0,0,0,294,0,0,0,0,0,0,0,0,0,8,6,6,8,6,3,4.698304910669693,4.676484556227557,0.0,0.0,3.432963028616419,0.0,0.0,0.0,2.1030236419541115
Forrest Hill East,77,3,1863,6.85128669021911,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,-990,-990,1.9127689580624079,5.837309426270161,0.0,0.0,0.0,0.0,0.0,0.0,1.878636011846511
West Lynn,77,5,1464,9.056144901861973,0.4776045608932032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0.0,7.216844122339506,0.0,0.0,0.0,0.0,0.0,11.374967933780974,1.4270857502465144
Aorere South,77,39,1929,7.190546376195645,2.102585894346381,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,5,4,4,5,2,2,0.0,2.649438890198984,0.0,0.0,0.0,0.0,0.0,12.309881701080348,0.7459746578275397
Schnapper Rock,77,3,2163,8.724663581021332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,-990,-990,1.6440400905233212,6.311596509311341,0.0,0.0,0.0,0.0,0.0,0.0,2.627620214132959
Mount Roskill South,77,5,1248,6.534038096994699,0.2266263905224747,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,4,4,1,-990,0.0,5.1103094717914885,0.0,0.0,0.0,0.0,0.0,0.0,0.6186481038125176
Bayview South,76,13,1458,7.248690664624066,0.964669001225458,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,5,3,3,5,2,1,0.0,5.524145030162075,0.0,0.0,0.0,0.0,0.0,0.0,0.6383318647301754
Westmere South-Western Springs,76,67,1590,4.253044937515814,2.533856356354696,90,156,0,0,0,0,0,0,735,90,156,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,7,4,4,7,5,4,1.7629777865820098,6.27739731286655,0.0,0.0,5.065705107358832,0.0,0.0,0.0,1.8417042587962367
Glamorgan,76,16,1698,9.680796565797442,1.0382020101222036,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,5,5,5,5,3,2,0.0,6.562853524865887,0.0,0.0,0.0,0.0,0.0,0.0,0.9016236944888308
Ellerslie Central,76,91,1509,4.880666680391723,4.620062364581266,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,6,4,4,6,4,3,0.0,5.066116883461149,0.0,0.0,0.0,0.0,0.0,5.912022499622593,0.9914535876454167
Baverstock,76,23,1914,8.053608361711085,2.6567218180726657,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,5,4,4,5,3,2,0.0,7.818309129047159,0.0,0.0,0.0,0.0,0.0,17.445113381557466,1.3925166992708722
West Harbour West,76,20,1743,9.933856676392868,1.4608689995374171,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,3,3,6,3,2,0.0,7.802993104040719,0.0,0.0,0.0,0.0,0.0,0.0,0.7116212659758693
Goodwood Heights,76,10,1851,10.485875031906788,0.5520269684324826,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,5,5,3,5,2,2,0.0,9.071824338716182,0.0,0.0,0.0,0.0,0.0,20.04000482441939,1.2468020053817224
Northland (Wellington City),76,18,2466,3.132368244041153,1.2761512692932622,0,0,0,0,6,0,0,0,213,0,0,0,0,6,0,0,0,213,0,0,0,0,0,0,0,0,0,7,7,7,6,3,2,1.6082388014816025,3.7571600568844183,0.0,0.0,1.5078349680003604,0.0,0.0,0.0,1.4723331688515446
Puhinui North,76,26,1461,7.938078818652771,1.946676286859342,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,5,4,5,3,1,0.0,5.243651107937541,0.0,0.0,0.0,0.0,0.0,15.583873812980974,0.9620129478753793
Churton Park North,76,12,2364,7.286676537506176,0.9113672454830145,18,0,0,0,0,0,0,0,99,18,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,7,7,6,7,2,1,5.1041045080991125,9.554807181439228,0.0,0.0,10.208209016198225,0.0,0.0,9.60520967390746,0.5235291578670754
Onehunga Central,76,72,1302,5.372693485761072,4.06923917489228,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,6,4,3,6,4,4,0.0,6.854096143980955,0.0,0.0,0.0,0.0,0.0,7.85403007660711,1.0960828758570427
Halswell West,75,12,1998,7.024128946148115,1.3017106252495656,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,4,4,6,1,1,7.345517645974137,9.419299815129024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rototuna South,75,39,2319,4.630037887682168,2.0642918353619653,78,0,0,0,6,0,0,0,210,78,0,0,0,6,0,0,0,210,0,0,0,0,0,0,0,0,0,7,7,6,7,5,5,3.4805495366281822,5.292885103116421,0.0,0.0,2.9611134636481236,0.0,0.0,0.0,0.7227217985746878
Newlands South,75,82,2220,6.03511151861777,11.509266838701008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,3,2,6.772648812709585,6.911119708707185,0.0,0.0,7.584054776913619,0.0,0.0,6.772648812709585,1.4967361042053693
Rolleston North East,75,44,2589,12.193298627091844,6.667934031492781,78,0,0,0,36,0,0,0,258,78,0,0,0,36,0,0,0,258,0,0,0,0,0,0,0,0,0,9,4,3,9,7,5,0.7570330491272403,15.301573526098517,0.0,0.0,0.0,0.0,0.0,0.0,1.0609673322928195
Te Atatu South-Edmonton,75,31,1392,7.725916632658662,2.208787959702118,0,15,0,0,0,0,0,0,108,0,15,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,5,4,3,5,3,3,0.0,6.724076792824721,0.0,0.0,0.0,0.0,0.0,0.0,0.9342235257880501
Mount Pleasant,75,8,1872,7.558405577255982,0.5240848085082426,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,5,5,4,5,1,1,7.849604597863249,8.565873321985952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cashmere East,75,16,1851,5.011337526602015,1.747325020266235,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,5,5,5,5,3,2,4.702541558051168,6.596006800821488,0.0,0.0,0.0,0.0,0.0,0.0,1.2310242038781685
Mount Victoria,75,134,3168,2.498371417301986,3.401269832932335,0,1377,0,0,0,0,0,0,648,0,1377,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,9,7,7,6,4,4,1.7407678463834806,3.0523761113851924,0.0,0.0,1.7342611529902963,0.0,0.0,0.0,2.0041970998289393
Royal Heights North,75,4,1404,9.446994557830527,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,3,4,-990,-990,0.0,11.355345450401387,0.0,0.0,0.0,0.0,0.0,0.0,1.4851053106408512
Fruitvale,75,13,1101,8.60781997034686,0.8920260936596736,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,3,3,5,2,1,0.0,7.764183997234495,0.0,0.0,0.0,0.0,0.0,10.771427895269294,1.124558404845161
Papakura North,75,19,1500,10.641352934149428,4.3913365016191666,6,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,3,4,3,2,0.0,5.659066664685586,0.0,0.0,0.0,0.0,0.0,22.106192448011534,1.5189408576201457
Saint Heliers West,75,14,1710,6.407461928972009,1.1226979651227558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,2,2,6.720682469381951,5.245139163148501,0.0,0.0,0.0,0.0,0.0,10.611074588004275,1.2326438892331264
Churton Park South,75,11,2022,6.235471043204024,0.7315380098335033,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,6,6,5,5,3,2,8.63988187419395,7.934296892805078,0.0,0.0,8.63988187419395,0.0,0.0,8.042810371748855,1.1325281302631807
Burnside,75,98,1689,3.6927119692108854,4.040769686779302,225,75,0,0,0,0,0,0,717,225,75,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,7,7,5,7,5,5,2.972130844823988,4.4444985819826766,0.0,0.0,1.291826756631433,0.0,0.0,0.0,1.1003879363145208
Glenfield North,75,7,1500,6.98673798896583,1.1283496968463236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,1,1,0.0,5.025745251312524,0.0,0.0,0.0,0.0,0.0,0.0,1.043910280196282
Hoon Hay East,75,29,1626,4.1618634593164066,2.5404292804640107,18,0,0,0,0,0,0,0,138,18,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,6,6,5,6,2,2,3.329369260310258,4.722308781057784,0.0,0.0,0.0,0.0,0.0,0.0,0.8181039144676805
Henderson Larnoch,75,5,1362,9.676498424160775,11.46456224425733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,1,1,0.0,7.436176040477455,0.0,0.0,0.0,0.0,0.0,12.610354181068287,1.018017610685051
Herne Bay,75,27,1503,4.541430215559496,1.993091884113236,9,0,0,0,0,0,0,0,312,9,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,7,5,4,7,4,2,2.3999669500812493,6.83504406467166,0.0,0.0,0.0,0.0,0.0,15.335774453440775,1.8151203905233553
Strowan,75,148,1887,2.865387027868491,5.578058625741792,186,81,0,0,117,0,0,0,408,186,81,0,0,117,0,0,0,408,0,0,0,0,0,0,0,0,0,9,6,5,9,5,5,2.65288705504792,3.682198695598628,0.0,0.0,0.0,0.0,0.0,0.0,1.3278028695180253
Saint Heliers North,74,34,1956,7.168519914343653,1.8994862852101686,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,6,5,4,6,4,4,6.535117689398309,7.007333060131892,0.0,0.0,0.0,0.0,0.0,11.269823966731524,0.6376861822352711
New Lynn Seabrook,74,4,1044,8.461887244312184,0.2605220425786232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,-990,0.0,7.59060207127898,0.0,0.0,0.0,0.0,0.0,10.14194043266632,1.20905846457262
Bucklands Beach South,74,15,2052,7.619204355020083,1.3261277610483326,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,5,5,3,5,3,1,0.0,13.512027164267867,13.512027164267867,0.0,0.0,0.0,0.0,14.076660175610089,0.887542202047398
Te Atatu Peninsula West,74,46,1623,8.524813064564984,2.3996359710857598,12,129,0,0,0,0,0,0,414,12,129,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,7,5,3,7,4,4,1.3136269601328778,9.210788710342822,0.0,0.0,0.0,0.0,0.0,0.0,1.0822811892549955
Sunnyhills West-Pakuranga North,74,95,1602,6.462049477074742,6.198288654692543,0,801,0,0,0,0,0,0,285,0,801,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,6,5,4,6,3,3,3.0668368190632487,5.269086674318791,0.0,0.0,0.0,0.0,0.0,11.73924287952616,1.2054544762216313
Kaurilands,74,58,1518,9.624006255255432,3.167543009061412,6,201,0,0,0,0,0,0,393,6,201,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,6,4,4,6,4,4,0.0,8.591080076400672,0.0,0.0,0.0,0.0,0.0,12.336413734772202,0.8799519435875292
Ilam North,74,44,2166,6.758374917297059,3.942830753365915,24,0,0,0,0,0,0,0,159,24,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,9,7,6,7,4,3,2.7511584974720438,3.932232919438163,0.0,0.0,1.2546501839430588,0.0,0.0,0.0,29.231236635347063
Rototuna Central,74,28,2748,6.892768228217549,3.464992268734157,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,4,4,2,2,4.0791361287973364,7.82872425707531,0.0,0.0,1.0282570975413268,0.0,0.0,0.0,1.0981337798269022
