SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Thames Central,13,35,258,1.0175397915475137,13.886380384684584,24,6,0,0,0,0,0,0,147,24,6,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,5,4,3,6,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878570842902895
Mackenzie Lakes,13,13,753,12.94591038155564,14.540929906114426,30,0,0,0,0,0,0,0,216,30,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,9,3,1,9,2,1,0.0,43.17303010395959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twizel,13,15,777,8.272672012187194,11.607605662714331,105,33,0,0,0,0,0,0,126,105,33,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,10,2,1,10,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyes Pa East,13,2,243,5.749755674485571,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-990,-990,0.0,8.047306131014514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waitahanui,12,5,264,5.244125425348054,1.5816857572466776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,1,-990,0.0,6.601493472271238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotongata,12,7,402,12.818114209847089,2.299488197193969,0,54,0,0,36,0,0,0,0,0,54,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,6,1,-990,0.0,14.473499553453953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greymouth Rural,12,10,324,8.82711305300077,12.529261196796815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,0.0,11.854513758903845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whakapaku,12,8,240,12.731636474968047,7.27211318800176,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,1,0.0,12.38370333096024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuapeka,12,9,627,9.065156602293484,0.0,0,72,0,0,0,0,0,0,42,0,72,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,9,1,1,9,-990,-990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silverstream (Waimakariri District),12,2,147,8.628620303902558,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,-990,-990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hautapu Rural,12,18,249,5.65173539421259,3.915360670593315,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,2,1,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miranda-Pukorokoro,12,4,234,14.422532736288955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,-990,-990,0.0,18.259929832009185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Harbour,12,507,255,4.865563599501751,14.520802431913843,9,0,0,0,6,0,0,0,132,9,0,0,0,6,0,0,0,132,0,0,0,0,0,0,0,0,0,4,2,2,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2390990045169
Kimberley,12,3,171,9.696358000558972,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,-990,-990,0.0,14.104885810495105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waiouru,12,11,387,9.808748289873693,6.551671543375656,27,0,0,0,0,0,0,0,78,27,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,8,2,1,8,1,1,0.0,24.400055504868305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
